ID,ABBR,RESERVE
paraste01,CGY,R
acciano01,CGY,
andraem01,CGY,
bennesa01,CGY,
cernaer01,CGY,R
cirelan01,CGY,
gavrivl01,CGY,
gourdya01,CGY,
kellypa01,CGY,
kucheni01,CGY,
lindees01,CGY,
lindgch01,CGY,
lindhel01,CGY,
mansojo01,CGY,
mikkoni01,CGY,
milleka01,CGY,
nelsobr01,CGY,
samosma01,CGY,
texieal01,CGY,
thomplo01,CGY,
trochvi01,CGY,
benakad01,CHI,R
gadjojo01,CHI,R
hildede01,CHI,R
kantsro01,CHI,R
kiiskje01,CHI,R
kulicji01,CHI,R
marjavi01,CHI,R
P-leppaat01,CHI,
poitrma01,CHI,R
ruohohe01,CHI,R
villama01,CHI,R
backos01,CHI,
bjorkol01,CHI,
borgewi01,CHI,
chinaye01,CHI,
coronma01,CHI,
dorofpa01,CHI,
farabjo01,CHI,
hamildo01,CHI,
klevety01,CHI,
kochepy01,CHI,R
lardini01,CHI,
lheurza01,CHI,
marchki01,CHI,
rempema01,CHI,
sillico01,CHI,
stanllo01,CHI,
vanecvi01,CHI,
vejmeka01,CHI,
vilmasa01,CHI,
zamulye01,CHI,
broztr01,COL,R
dudaar01,COL,R
elickch01,COL,R
goligal01,COL,R
howeta01,COL,R
kampfda01,COL,R
lafreto01,COL,R
macewza01,COL,R
murtaja01,COL,R
newhoal01,COL,R
nylanal01,COL,R
oconnlo01,COL,R
yamamka01,COL,R
bogosza01,COL,
cousini01,COL,
drouijo01,COL,
duchema01,COL,
ekholma01,COL,
kapanka01,COL,
kindebe01,COL,
mangian01,COL,
olofsvi01,COL,
pearsta01,COL,
pintosh01,COL,
poehlry01,COL,
regulal01,COL,
shestig01,COL,
soderar01,COL,
stonema01,COL,
sundqos01,COL,
toewsde01,COL,
troubja01,COL,
zadorni01,COL,
akeybe01,DAL,R
brandmi01,DAL,R
edstrad01,DAL,R
hensllo01,DAL,R
johanjo03,DAL,R
jonesbe01,DAL,R
jonsssa01,DAL,R
kokkoni01,DAL,R
lammiju01,DAL,R
letoude01,DAL,R
oreilsa01,DAL,R
philpno01,DAL,R
skinnje01,DAL,R
balinuv01,DAL,
cottepa01,DAL,
crozima01,DAL,
draisle01,DAL,
gatcoma01,DAL,
hanlejo01,DAL,
hymanza01,DAL,
ingraco01,DAL,
janmama02,DAL,
koleske01,DAL,
kulakbr01,DAL,
lorenst01,DAL,
mancivi01,DAL,
martiem01,DAL,
nugenry01,DAL,
rustbr01,DAL,
schaere01,DAL,
skinnst01,DAL,
slaggla01,DAL,
toropal01,DAL,
amicoca01,DET,R
artamni01,DET,R
augustr01,DET,R
caseyse01,DET,R
ernead01,DET,R
glendlu01,DET,R
greenli01,DET,R
kuninlu01,DET,R
martibr02,DET,R
mooreia01,DET,R
mukhash01,DET,R
protail01,DET,R
savoima01,DET,R
sissoco01,DET,R
solbest01,DET,R
benoisi01,DET,
celebma01,DET,
coutuse01,DET,
cowanea01,DET,
daccojo01,DET,
doanjo01,DET,
faberbr01,DET,
girarsa01,DET,
hagelbr01,DET,
hanifno01,DET,
hillad01,DET,
korczka01,DET,
nichuva01,DET,
ostapza01,DET,
ovechal01,DET,
podkova01,DET,
seidemo01,DET,
terrytr01,DET,
theodsh01,DET,
wilsoto01,DET,
bearca01,EDM,R
bertutr01,EDM,R
bjarnca01,EDM,R
boisvsa01,EDM,R
brissbr01,EDM,R
broditj01,EDM,R
catafma01,EDM,R
engvapi01,EDM,R
hamontr01,EDM,
holtzal01,EDM,
hrabami01,EDM,R
iginlti01,EDM,R
molenta01,EDM,R
mugglle01,EDM,R
yegormi01,EDM,R
bichsli01,EDM,R
carlsjo01,EDM,
carlsle01,EDM,R
chishde01,EDM,
glassco01,EDM,
grundca01,EDM,
jenseni02,EDM,
kapriki01,EDM,
maattol01,EDM,
marksja02,EDM,
mathemi01,EDM,
mctavma01,EDM,
pettema01,EDM,
quinnja01,EDM,
ritchca01,EDM,
schwaja01,EDM,
sorokil01,EDM,
stromdy01,EDM,
stromry01,EDM,
wrighsh01,EDM,
astonza01,FLA,R
badindo01,FLA,R
czataet01,FLA,R
gauthet01,FLA,R
kolosal01,FLA,R
marrelu01,FLA,R
plantma02,FLA,R
slukyha01,FLA,R
barromo01,FLA,
blakeja02,FLA,
demeldy01,FLA,
dillobr01,FLA,
dostalu01,FLA,
ellerla01,FLA,
gritsar01,FLA,
harleth01,FLA,
harrijo01,FLA,
heiskmi01,FLA,
helleco01,FLA,
jostty01,FLA,
kastema01,FLA,
kuzmean01,FLA,
lapiehe01,FLA,
lindhha01,FLA,
mcdavco01,FLA,
misami01,FLA,
ratyaa01,FLA,
wintery01,FLA,
akhtyar01,LAK,R
brownco02,LAK,
clarada01,LAK,R
copleph01,LAK,R
genboed01,LAK,R
hyryar01,LAK,R
ivankja01,LAK,R
kirscch01,LAK,R
kravtvi01,LAK,R
lewanda01,LAK,R
ristora01,LAK,R
rombaja01,LAK,R
tuomasa01,LAK,R
westma01,LAK,R
wetscca01,LAK,R
brodzjo01,LAK,
buchnpa01,LAK,
bystefi01,LAK,R
dachco01,LAK,
ellisco01,LAK,
fowleca01,LAK,
johnsro02,LAK,
josiro01,LAK,
juulsno01,LAK,
korpijo01,LAK,
kovacjo01,LAK,
mccanja01,LAK,
millejt01,LAK,
morinet01,LAK,
nesteni02,LAK,
panarar01,LAK,
raddyda01,LAK,
suterpi01,LAK,
walkena01,LAK,
werenza01,LAK,
andrepy01,MIN,R
brossla01,MIN,R
cerrach01,MIN,R
deslani01,MIN,R
dumbama01,MIN,R
geekico01,MIN,R
jonesma03,MIN,R
lombery01,MIN,R
reschco01,MIN,R
stenbot01,MIN,R
thrunhe01,MIN,R
trikogl01,MIN,R
valimju01,MIN,R
arvidvi01,MIN,
brysoja01,MIN,
buntimi01,MIN,
eriksjo02,MIN,
gallabr01,MIN,
hertlto01,MIN,
leean01,MIN,
lindgry01,MIN,
mccarmi01,MIN,
michkma01,MIN,
pionkne01,MIN,
royma04,MIN,
scheima01,MIN,
schenlu01,MIN,
sennebe01,MIN,
silovar01,MIN,
smithwi01,MIN,
stephch02,MIN,
timmico01,MIN,
vasilan02,MIN,
abolsro01,MTL,R
eliasga01,MTL,R
eriksfi01,MTL,R
foegewa01,MTL,R
gregono01,MTL,R
kerfoal01,MTL,R
lainepa01,MTL,R
lundca01,MTL,R
mooretr01,MTL,
murrama02,MTL,
paupaha01,MTL,R
pickfbr01,MTL,R
sahlile01,MTL,R
sawchgr01,SJS,R
schmica01,MTL,R
soderel01,MTL,R
tanevbr01,MTL,R
traffhe01,MTL,R
beauvan01,MTL,
caufico01,MTL,
comrier01,MTL,
coppan01,MTL,
dachki01,MTL,
danauph01,MTL,
fleurha01,MTL,R
grebeni01,MTL,
grzelma01,MTL,
harkija01,MTL,
iafalal01,MTL,
johanal01,MTL,
laferal01,MTL,
lohrema01,MTL,
mailllo01,MTL,
marinjo01,MTL,
pitlity01,MTL,
royni01,MTL,
slavija01,MTL,
brodijo01,NJD,R
danfoju01,NJD,R
duboipi01,NJD,R
matinni01,NJD,R
mesarfi01,NJD,R
montgbl01,NJD,R
nesbija01,NJD,R
norrijo01,NJD,R
P-samanjo01,NJD,R
portier01,NJD,R
royjo01,NJD,R
salomel01,NJD,R
yakemca01,NJD,R
andermi02,NJD,
applema01,NJD,
bathedr01,NJD,
bernaja01,NJD,
crousla01,NJD,
foligma01,NJD,
giroucl01,NJD,
gostish01,NJD,
greavje01,NJD,
gridima01,NJD,
jarvise01,NJD,
kuempda01,NJD,
niedeni01,NJD,
othmabr01,NJD,
palaton01,NJD,
perroda01,NJD,
provoiv01,NJD,
seeleni01,NJD,
siegejo01,NJD,
wennbal01,NJD,
beaudco01,NSH,R
frolose01,NSH,R
hayeske01,NSH,R
honzesa01,NSH,R
lindsth01,NSH,R
massema01,NSH,R
mcquero01,NSH,R
nestrva01,NSH,R
ostluno01,NSH,R
parekza01,NSH,R
psenima01,NSH,R
pulkkje01,NSH,R
rehkoca01,NSH,R
reinbda01,NSH,R
saleed01,NSH,R
silayan01,NSH,R
anderjo05,NSH,
audymjo01,NSH,
beanja01,NSH,
cozendy01,NSH,
eberljo01,NSH,
ekblaaa01,NSH,
haytoba01,NSH,
hedmavi01,NSH,
hintzro01,NSH,
huberjo01,NSH,
jarnkca01,NSH,
kaspema01,NSH,
merceda01,NSH,
montobr01,NSH,
orlovdm01,NSH,
perfeco01,NSH,
schmina01,NSH,
tarasvl01,NSH,
varlasi01,NSH,
wedgesc01,NSH,
aitchka01,NYI,R
askarya01,NYI,
barkoal01,NYI,R
blomqjo01,NYI,R
chibrni01,NYI,R
chromma01,NYI,R
groshma01,NYI,R
hagemi01,NYI,R
konyubo01,NYI,R
nabokil01,NYI,R
prokhda01,NYI,R
ryabkiv01,NYI,R
addisca01,NYI,
barzama01,NYI,
bedarco01,NYI,
bolduza01,NYI,
debrial01,NYI,
delbelu01,NYI,
dobesja01,NYI,
evansja02,NYI,
fowleja01,NYI,R
heineem01,NYI,
hutsola01,NYI,
jonesca01,NYI,
josepma01,NYI,
kanepa01,NYI,
lehkoar01,NYI,
makarca01,NYI,
nazarfr01,NYI,
petryje01,NYI,
suzukni01,NYI,
tuckety01,NYI,
barloco01,NYR,R
brzushe01,NYR,R
cormilu01,NYR,R
cristan01,NYR,R
eklunvi01,NYR,R
gulyami01,NYR,R
heidtri01,NYR,R
luneatr01,NYR,R
martopo01,NYR,R
pickeow01,NYR,R
pottecu01,NYR,R
rinzesa01,NYR,R
spencma02,NYR,R
sunieay01,NYR,R
ziemmko01,NYR,R
zonnobi01,NYR,R
ahose01,NYR,
bensoza01,NYR,
bourqma01,NYR,
byfiequ01,NYR,
clarkbr02,NYR,
dickisa01,NYR,
helensa02,NYR,
hischni01,NYR,
jonesse01,NYR,
lacomja01,NYR,
leonary01,NYR,
merille01,NYR,
oettija01,NYR,
parayco01,NYR,
roberja01,NYR,
slafkju01,NYR,
spencjo01,NYR,
stanklo01,NYR,
wothepa01,NYR,
zegratr01,NYR,
allanno01,OTT,R
cootebr01,OTT,R
granshe01,OTT,R
leonajo01,OTT,R
marchma01,OTT,
milleco02,OTT,R
pettelu01,OTT,R
poulisa01,OTT,R
rossima01,OTT,R
stastsp01,OTT,
stillch01,OTT,R
vatrafr01,OTT,R
wangsi01,OTT,R
bertuty01,OTT,
carrial01,OTT,
dadonev01,OTT,
debruja01,OTT,
evanglu01,OTT,
forslgu02,OTT,
gustafi01,OTT,
hagueni01,OTT,R
kadrina01,OTT,
morrijo04,OTT,
nyquigu01,OTT,
roberma02,OTT,
samsoil01,OTT,
schwico01,OTT,
sebrado01,OTT,R
soucyca01,OTT,
steeval02,OTT,
svechan01,OTT,
svechfe01,OTT,
zaryco01,OTT,
berezma01,PHI,R
bluegte01,PHI,
blumema01,PHI,R
bumpal01,PHI,R
fiskeos01,PHI,R
gillsp01,PHI,R
hallist01,PHI,R
hameele01,PHI,
lachash01,PHI,R
landega01,PHI,R
luchaje01,PHI,R
seguity01,PHI,R
surineg01,PHI,R
ullmali01,PHI,
vansash01,PHI,R
zavraeg01,PHI,R
chatfja01,PHI,
durzise01,PHI,
eicheja01,PHI,
goncaga01,PHI,R
hryckju01,PHI,
kaneev01,PHI,
kessemi01,PHI,
lundean01,PHI,
lundkni01,PHI,R
peterjo01,PHI,
raddyta01,PHI,
robiner01,PHI,R
sourdju01,PHI,
spurgja01,PHI,
staaljo01,PHI,
verhaca01,PHI,
vladada01,PHI,
walmaja01,PHI,
yorkca01,PHI,
zubar01,PHI,
danfobe01,PIT,
dragilu01,PIT,R
eiserco01,PIT,R
emeryer01,PIT,R
foersty01,PIT,R
hagenja01,PIT,R
halttka01,PIT,R
hutsoco01,PIT,R
jiricad01,PIT,R
lambebr01,PIT,R
lindbca01,PIT,R
mustyqu01,PIT,R
obrieja02,PIT,R
stramch01,PIT,R
tomasph01,PIT,R
brindga01,PIT,
chernig01,PIT,
commedr01,PIT,
demidiv01,PIT,
fabbrda01,PIT,
greenry01,PIT,
greigri01,PIT,
hartca01,PIT,
howaris01,PIT,
khusnma01,PIT,
lauzoje01,PIT,
necasma01,PIT,
nemecsi01,PIT,
schaema01,PIT,
simasdm01,PIT,
tkachma01,PIT,
toewsjo01,PIT,
tolvaee01,PIT,
woodma01,PIT,
cossase01,SEA,R
daniena01,SEA,R
epperkr01,SEA,R
fiddlbl01,SEA,R
gastrmi01,SEA,R
hallqth01,SEA,R
kahkoka01,SEA,R
korchke01,SEA,R
leery01,SEA,R
mustajo01,SEA,R
pelleja01,SEA,R
romanal01,SEA,R
rooneke01,SEA,R
smithta01,SEA,R
sodervi01,SEA,R
brobeph01,SEA,
delmaet01,SEA,
dobsono01,SEA,
eklunwi01,SEA,
fabbrro01,SEA,
fialake01,SEA,
johnske01,SEA,
kellecl01,SEA,
konectr01,SEA,
nedelal01,SEA,
neighja01,SEA,
ohgreli01,SEA,
protaal01,SEA,
sambedy01,SEA,
smithbr05,SEA,
snuggji01,SEA,
strubja01,SEA,
swaymje01,SEA,
thomaro01,SEA,
woodmi01,SEA,
bashaan01,SJS,R
dewarco01,SJS,
georgis01,SJS,R
goodrba01,SJS,R
huntda01,SJS,R
joseppi01,SJS,R
kartyty01,SJS,R
lakovly01,SJS,R
mateyde01,SJS,R
myersph01,SJS,R
velenjo01,SJS,R
villena01,SJS,R
amadimi01,SJS,
armiajo01,SJS,
bouchev01,SJS,
drysdja01,SJS,
dunnvi02,SJS,
ehlerni01,SJS,
grafco01,SJS,
jennebo01,SJS,
kempead01,SJS,
killoal01,SJS,
lafreal01,SJS,
liljeti01,SJS,
lowryad01,SJS,
montesa01,SJS,
regenpa01,SJS,
rittida01,SJS,R
sarosju01,SJS,
weegama01,SJS,
zachapa01,SJS,
zellwol01,SJS,
cagnolu01,STL,R
carboju01,STL,R
helenko01,STL,R
johnsry03,STL,R
kevanbe01,STL,R
klebead01,STL,R
kyrouch01,STL,R
leinoto02,STL,R
mahurjo01,STL,R
marqumi01,STL,R
mooreol01,STL,R
nilsoer01,STL,R
priceca02,STL,R
robersi01,STL,R
rosenis01,STL,R
stigate01,STL,R
bennja01,STL,
berggjo02,STL,
boldyma01,STL,
brattje01,STL,
erssosa01,STL,
evansry01,STL,
feherma01,STL,
geekimo01,STL,
kakkoka01,STL,
mcnabbr01,STL,
meierti01,STL,
mintypa01,STL,
mitteca01,STL,
peekean01,STL,
petroal01,STL,
reichlu01,STL,
schmani01,STL,
sergami01,STL,
tarasda02,STL,
zettefa01,STL,
bedkoda01,TBL,R
chrisja01,TBL,R
chytifi01,TBL,
georgca01,TBL,R
kessema01,TBL,R
laffesa01,TBL,R
lamboca01,TBL,R
lyonal01,TBL,R
prishni01,TBL,R
ravenjo01,TBL,R
wahlban01,TBL,R
yagerbr01,TBL,R
burnsbr01,TBL,
carcomi01,TBL,R
colembl01,TBL,R
deangan01,TBL,
ferrama01,TBL,
gaudead01,TBL,
gaudrfr01,TBL,
gibsojo02,TBL,
girgeze01,TBL,R
hartmry01,TBL,
karlsli01,TBL,
levshar01,TBL,
luukkuk01,TBL,
malenbe01,TBL,
obrieli01,TBL,
pastrda01,TBL,
pelecad01,TBL,
perbini01,TBL,
rosloja01,TBL,
thompta01,TBL,
tuchal01,TBL,
whiteza01,TBL,
bellewi01,TOR,R
capobky01,TOR,R
chadwno01,TOR,R
colansa01,TOR,R
deshavi01,TOR,
douglcu01,TOR,R
gravery01,TOR,R
kaliyar01,TOR,R
kovalni01,TOR,R
martisp01,TOR,R
mikheil01,TOR,
pickaca01,TOR,R
reillmi01,TOR,R
reimeja01,TOR,
shearco01,TOR,R
backlmi01,TOR,
domima01,TOR,
ekmanol01,TOR,
helledr01,TOR,
holmbpo01,TOR,R
hussovi01,TOR,R
jeannta01,TOR,
kniesma01,TOR,
kuzneya01,TOR,
lankike01,TOR,
maccema01,TOR,
mccabja01,TOR,
mcmanbo02,TOR,
nylanwi01,TOR,
reavery01,TOR,R
riellmo01,TOR,
roberni01,TOR,
sharaye01,TOR,
stechtr01,TOR,
vanrija01,TOR,
bastina01,UTA,R
fernsme01,UTA,R
horcowi01,UTA,R
kolyavl01,UTA,R
lekkejo01,UTA,R
lundeis01,UTA,R
medveal01,UTA,R
moorewi01,UTA,R
myniosa01,UTA,R
nymanja01,UTA,R
petteel02,UTA,R
pointbr01,UTA,R
sidorye01,UTA,R
spellaj01,UTA,R
anderra01,UTA,
binnijo01,UTA,
blankni01,UTA,
butda01,UTA,
catesno01,UTA,
coleia01,UTA,
cuyllwi01,UTA,
edmunjo01,UTA,
hoglani01,UTA,
hollody01,UTA,
hronefi01,UTA,
hughequ01,UTA,
mcbaija03,UTA,
petteel01,UTA,
rasmumi01,UTA,
schenbr01,UTA,
schmiak01,UTA,
skjeibr01,UTA,
stamkst01,UTA,
sturmni01,UTA,
engstad01,VAN,R
fleurca01,VAN,R
frondan01,VAN,R
jiricda01,VAN,R
kemeljo01,VAN,R
koivuaa01,VAN,R
lindsca01,VAN,R
mazurca01,VAN,R
moonejo01,VAN,R
ritchry01,VAN,R
xhekafl01,VAN,R
zharoal01,VAN,R
allenja01,VAN,
beckow01,VAN,
beniema01,VAN,
blaissa01,VAN,
cecico01,VAN,
davidja01,VAN,
demkoth01,VAN,
druryja01,VAN,
guhleka01,VAN,
kuralse01,VAN,
luostee01,VAN,
matthau01,VAN,
mintefr01,VAN,
morrosc02,VAN,
perrega01,VAN,
pulocry01,VAN,
raymolu01,VAN,
tanevch01,VAN,
turcoal02,VAN,
xhekaar01,VAN,
behrese01,VEG,R
buchedm01,VEG,R
chaffmi01,VEG,R
duclaan01,VEG,R
hamblja01,VEG,R
ioriovi01,VEG,R
mcdonry01,VEG,R
mcilrdy01,VEG,R
mckowhu01,VEG,R
miromda01,VEG,R
nosekto01,VEG,R
stevecl01,VEG,R
suterry01,VEG,R
vanritr01,VEG,
webbeca01,VEG,R
barbaiv01,VEG,
chaboth01,VEG,
chychja01,VEG,
dowdni01,VEG,
duhaibr01,VEG,
dumoubr01,VEG,
dvorach01,VEG,
hugheja03,VEG,
johanma03,VEG,
kapanol01,VEG,
lyubuil01,VEG,R
mcmicco01,VEG,
samuema02,VEG,
sandira01,VEG,
sherwki01,VEG,
sogaama01,VEG,
steelsa01,VEG,
stuetti02,VEG,
vilarga01,VEG,
wolfdu01,VEG,
blackco01,WPG,
bruniha01,WPG,R
dellaty01,WPG,R
doughdr01,WPG,
faksara01,WPG,
hallta02,WPG,
horvabo01,WPG,
jarrytr01,WPG,R
karlser01,WPG,R
klingjo01,WPG,
koivuvi01,WPG,R
kopitan01,WPG,
macleky01,WPG,
mcgroru01,WPG,R
murasse01,WPG,R
wilsbad01,WPG,
beechjo01,WPG,R
blackma01,WPG,
bobrose01,WPG,
brazeju01,WPG,R
crevilo01,WPG,
faulkju01,WPG,
greeraj01,WPG,
huttobe01,WPG,
kaisewy01,WPG,
letankr01,WPG,R
lizotbl01,WPG,R
malkiev01,WPG,
meyerbe01,WPG,R
novakth01,WPG,R
rakelri01,WPG,
saadbr01,WPG,R
sheary01,WPG,R
stivajo01,WPG,R
treniya01,WPG,
zibanmi01,WPG,
bonkol01,WSH,R
boqviad01,WSH,R
carlobr01,WSH,R
freijal01,WSH,R
hemmiem01,WSH,R
jellvos01,WSH,R
kotkaje01,WSH,R
kudryki01,WSH,R
lyselfa01,WSH,R
merkuge01,WSH,R
merzlel01,WSH,R
mirosiv01,WSH,R
perryco01,WSH,R
reidca01,WSH,R
zellewi01,WSH,R
carrisa01,WSH,
cizikca01,WSH,
comphj.01,WSH,
forsban01,WSH,
grubaph01,WSH,
jankoma01,WSH,
jokihhe01,WSH,
leddyni01,WSH,
mackina01,WSH,
manthan01,WSH,
marchbr03,WSH,
mcavoch01,WSH,
mcleory01,WSH,
monahse01,WSH,
nurseda01,WSH,
rantami01,WSH,
sanhetr01,WSH,
smithre01,WSH,
stenlke01,WSH,
vaakaur01,WSH,
