ID,ABBR,RESERVE
bennimi01,CAR,R
delgama01,CAR,R
fedotiv01,CAR,R
hallafi01,CAR,R
kurasph01,CAR,R
kyroujo01,CAR,R
lamouma01,CAR,R
malatja01,CAR,R
mewshe01,CAR,R
perroja01,CAR,R
pospima01,CAR,R
stolaan01,CAR,R
thompja01,CAR,R
bardaza01,CAR,R
barkede01,CAR,
barroju01,CAR,
brzushu01,CAR,
bussibr01,CAR,
dahlira01,CAR,
desmica01,CAR,
emberty01,CAR,
eyssimi01,CAR,
frostmo01,CAR,
granlmi01,CAR,
guentja01,CAR,
klapkad01,CAR,
larssad01,CAR,
marnemi01,CAR,
middlja01,CAR,
moserja01,CAR,
oreilry01,CAR,
toffoty01,CAR,
tsyplma01,CAR,
vorondi01,CAR,
henriad01,CBJ,R
kreidch01,CBJ,R
smithco02,CBJ,R
boqvije01,CBJ,
coltoro01,CBJ,
coylech01,CBJ,
forbode01,CBJ,
garlaco01,CBJ,
howdebr01,CBJ,
johnswy01,CBJ,
knighsp01,CBJ,
kulikdm01,CBJ,
martijo01,CBJ,
mrazepe01,CBJ,
myersty01,CBJ,
pageaje01,CBJ,
paulni01,CBJ,
pescebr01,CBJ,
smithja04,CBJ,
tavarjo01,CBJ,
teravte01,CBJ,
walkese01,CBJ,
zuckeja01,CBJ,
aubekni01,CGY,R
bainsar01,CGY,R
cernaer01,CGY,R
ciharvo01,CGY,R
dawsni01,CGY,R
eriksli01,CGY,R
fortedr01,CGY,R
gilbede01,CGY,R
greenjo02,CGY,R
heineda01,CGY,R
hollju01,CGY,R
ivaniv01,CGY,R
karlswi01,CGY,R
levide01,CGY,R
paraste01,CGY,R
acciano01,CGY,
andraem01,CGY,
bennesa01,CGY,
carriwi01,CGY,
cirelan01,CGY,
gavrivl01,CGY,
gourdya01,CGY,
kellypa01,CGY,
kucheni01,CGY,
lindees01,CGY,
lindgch01,CGY,
lindhel01,CGY,
mansojo01,CGY,
mikkoni01,CGY,
milleka01,CGY,
nelsobr01,CGY,
samosma01,CGY,
texieal01,CGY,
thomplo01,CGY,
trochvi01,CGY,
bjorkol01,CHI,
dorofpa01,CHI,
farabjo01,CHI,
gadjojo01,CHI,R
hildede01,CHI,R
kulicji01,CHI,R
lheurza01,CHI,R
marchki01,CHI,
rempema01,CHI,
rosloja01,CHI,R
sharaye01,CHI,
vejmeka01,CHI,
villama01,CHI,R
backos01,CHI,
benakad01,CHI,R
borgewi01,CHI,
chinaye01,CHI,
coronma01,CHI,
hamildo01,CHI,
hanifno01,CHI,
kantsro01,CHI,
kiiskje01,CHI,R
marjavi01,CHI,R
obrieli01,CHI,
P-leppaat01,CHI,
poitrma01,CHI,R
ruohohe01,CHI,R
sillico01,CHI,
stanllo01,CHI,
vanecvi01,CHI,
walmaja01,CHI,R
whiteza01,CHI,
broztr01,COL,R
dudaar01,COL,R
elickch01,COL,R
howeta01,COL,R
kapanka01,COL,R
lafreto01,COL,R
macewza01,COL,R
murtaja01,COL,R
newhoal01,COL,R
nylanal01,COL,R
oconnlo01,COL,R
pintosh01,COL,R
bogosza01,COL,
cousini01,COL,
drouijo01,COL,
duchema01,COL,
ekholma01,COL,
goligal01,COL,
kampfda01,COL,
kindebe01,COL,
mangian01,COL,
olofsvi01,COL,
pearsta01,COL,
poehlry01,COL,
shestig01,COL,
soderar01,COL,
stonema01,COL,
sundqos01,COL,
toewsde01,COL,
troubja01,COL,
yamamka01,COL,
zadorni01,COL,
bjugsni01,DAL,R
brandmi01,DAL,R
edstrad01,DAL,R
hensllo01,DAL,R
jonsssa01,DAL,R
kokkoni01,DAL,R
letoude01,DAL,R
lundkni01,DAL,
mancivi01,DAL,R
olivima01,DAL,R
oreilsa01,DAL,R
philpno01,DAL,R
slaggla01,DAL,R
toropal01,DAL,
balinuv01,DAL,
carrisa01,DAL,
crozima01,DAL,
draisle01,DAL,
gatcoma01,DAL,
hanlejo01,DAL,
hymanza01,DAL,
johanjo03,DAL,
kanepa01,DAL,R
koleske01,DAL,
kulakbr01,DAL,
lammiju01,DAL,
lorenst01,DAL,
martiem01,DAL,R
nugenry01,DAL,
raddyda01,DAL,
robiner01,DAL,
rustbr01,DAL,
schaere01,DAL,R
skinnje01,DAL,
skinnst01,DAL,
amicoca01,DET,R
artamni01,DET,R
augustr01,DET,R
caseyse01,DET,R
ernead01,DET,R
firkuja01,DET,R
fiskeos01,DET,R
greenli01,DET,R
kuninlu01,DET,R
martibr02,DET,R
mooreia01,DET,R
mukhash01,DET,R
ostapza01,DET,R
protail01,DET,R
solbest01,DET,R
benoisi01,DET,
celebma01,DET,
coutuse01,DET,
cowanea01,DET,
daccojo01,DET,
doanjo01,DET,
faberbr01,DET,
glendlu01,DET,
hagelbr01,DET,
hillad01,DET,
klevety01,DET,
ovechal01,DET,
podkova01,DET,
savoima01,DET,
seidemo01,DET,
sissoco01,DET,
terrytr01,DET,
theodsh01,DET,
vlasial01,DET,
wilsoto01,DET,
bearca01,EDM,R
bertutr01,EDM,R
bjarnca01,EDM,R
boisvsa01,EDM,R
brissbr01,EDM,R
broditj01,EDM,R
catafma01,EDM,R
engvapi01,EDM,R
grundca01,EDM,
gustaer02,EDM,R
hrabami01,EDM,R
iginlti01,EDM,R
molenta01,EDM,R
mugglle01,EDM,R
yegormi01,EDM,R
bichsli01,EDM,
carlsjo01,EDM,
carlsle01,EDM,
chishde01,EDM,
glassco01,EDM,
holtzal01,EDM,R
jenseni02,EDM,
kapriki01,EDM,
maattol01,EDM,
marksja02,EDM,
mathemi01,EDM,
mctavma01,EDM,
pettema01,EDM,
quinnja01,EDM,
ritchca01,EDM,
schwaja01,EDM,
sorokil01,EDM,
stromdy01,EDM,
stromry01,EDM,
wrighsh01,EDM,
astonza01,FLA,R
badindo01,FLA,R
czataet01,FLA,R
gauthet01,FLA,R
jostty01,FLA,
kolosal01,FLA,R
marrelu01,FLA,R
plantma02,FLA,R
slukyha01,FLA,R
barromo01,FLA,
blakeja02,FLA,
demeldy01,FLA,
dillobr01,FLA,
dostalu01,FLA,
ellerla01,FLA,
gritsar01,FLA,
harleth01,FLA,
harrijo01,FLA,
heiskmi01,FLA,
helleco01,FLA,
kastema01,FLA,
kuzmean01,FLA,
lapiehe01,FLA,
lindhha01,FLA,
mcdavco01,FLA,
misami01,FLA,
ratyaa01,FLA,
wintery01,FLA,
akhtyar01,LAK,R
clarada01,LAK,R
copleph01,LAK,R
genboed01,LAK,R
hyryar01,LAK,R
ivankja01,LAK,R
kirscch01,LAK,R
kravtvi01,LAK,R
lewanda01,LAK,R
ristora01,LAK,R
rombaja01,LAK,R
tuomasa01,LAK,R
westma01,LAK,R
wetscca01,LAK,R
brodzjo01,LAK,
buchnpa01,LAK,
bystefi01,LAK,
dachco01,LAK,
ellisco01,LAK,
fowleca01,LAK,
janmama02,LAK,
johnsro02,LAK,
josiro01,LAK,
juulsno01,LAK,
korpijo01,LAK,
kovacjo01,LAK,
mccanja01,LAK,
millejt01,LAK,
morinet01,LAK,
nesteni02,LAK,
panarar01,LAK,
suterpi01,LAK,
walkena01,LAK,
werenza01,LAK,
andrepy01,MIN,R
brossla01,MIN,R
cerrach01,MIN,R
deslani01,MIN,R
dumbama01,MIN,R
geekico01,MIN,R
jonesma03,MIN,R
lombery01,MIN,R
reschco01,MIN,R
stenbot01,MIN,R
thrunhe01,MIN,R
trikogl01,MIN,R
valimju01,MIN,R
arvidvi01,MIN,
brysoja01,MIN,
buntimi01,MIN,
eriksjo02,MIN,
gallabr01,MIN,
hertlto01,MIN,
leean01,MIN,
lindgry01,MIN,
mccarmi01,MIN,
michkma01,MIN,
pionkne01,MIN,
royma04,MIN,
scheima01,MIN,
schenlu01,MIN,
sennebe01,MIN,
silovar01,MIN,
smithwi01,MIN,
stephch02,MIN,
timmico01,MIN,
vasilan02,MIN,
dachki01,MTL,R
eliasga01,MTL,R
eriksfi01,MTL,R
fleurha01,MTL,R
harkija01,MTL,R
kerfoal01,MTL,R
lainepa01,MTL,R
lundca01,MTL,R
paupaha01,MTL,R
perunsc01,MTL,R
pickfbr01,MTL,R
sahlile01,MTL,R
schmica01,MTL,R
slavija01,MTL,
beauvan01,MTL,
carcomi01,MTL,
caufico01,MTL,
comrier01,MTL,
coppan01,MTL,
danauph01,MTL,
foegewa01,MTL,
grebeni01,MTL,
gregono01,MTL,
grzelma01,MTL,
hamontr01,MTL,R
iafalal01,MTL,
johanal01,MTL,
lohrema01,MTL,
marinjo01,MTL,
montesa01,MTL,
mooretr01,MTL,
pitlity01,MTL,
soderel01,MTL,
stechtr01,MTL,
danfoju01,NJD,R
duboipi01,NJD,R
farinjo01,NJD,R
gridima01,NJD,R
matinni01,NJD,R
mesarfi01,NJD,R
montgbl01,NJD,R
nesbija01,NJD,R
othmabr01,NJD,R
P-samanjo01,NJD,R
portier01,NJD,R
royjo01,NJD,R
salomel01,NJD,R
yakemca01,NJD,R
andermi02,NJD,
applema01,NJD,
bathedr01,NJD,
bernaja01,NJD,
brodijo01,NJD,
crousla01,NJD,
foligma01,NJD,
giroucl01,NJD,
gostish01,NJD,
greavje01,NJD,
jarvise01,NJD,
kuempda01,NJD,
niedeni01,NJD,
norrijo01,NJD,
palaton01,NJD,
perroda01,NJD,
provoiv01,NJD,
seeleni01,NJD,
siegejo01,NJD,
wennbal01,NJD,
beaudco01,NSH,R
frolose01,NSH,R
hayeske01,NSH,R
honzesa01,NSH,R
lindsth01,NSH,R
massema01,NSH,R
mcquero01,NSH,R
nestrva01,NSH,R
ostluno01,NSH,R
parekza01,NSH,R
psenima01,NSH,R
pulkkje01,NSH,R
rehkoca01,NSH,R
reinbda01,NSH,R
saleed01,NSH,R
silayan01,NSH,R
anderjo05,NSH,
audymjo01,NSH,
beanja01,NSH,
cozendy01,NSH,
eberljo01,NSH,
ekblaaa01,NSH,
haytoba01,NSH,
hedmavi01,NSH,
hintzro01,NSH,
huberjo01,NSH,
jarnkca01,NSH,
kaspema01,NSH,
merceda01,NSH,
montobr01,NSH,
orlovdm01,NSH,
perfeco01,NSH,
schmina01,NSH,
tarasvl01,NSH,
varlasi01,NSH,
wedgesc01,NSH,
aitchka01,NYI,R
barkoal01,NYI,R
blomqjo01,NYI,R
chibrni01,NYI,R
chromma01,NYI,R
fowleja01,NYI,R
hagemi01,NYI,R
konyubo01,NYI,R
nabokil01,NYI,R
prokhda01,NYI,R
ryabkiv01,NYI,R
addisca01,NYI,
armiajo01,NYI,
askarya01,NYI,
barzama01,NYI,
bedarco01,NYI,
bolduza01,NYI,
debrial01,NYI,
delbelu01,NYI,
dobesja01,NYI,
evansja02,NYI,
heineem01,NYI,
hutsola01,NYI,
jonesca01,NYI,
josepma01,NYI,
lehkoar01,NYI,
makarca01,NYI,
nazarfr01,NYI,
petryje01,NYI,
suzukni01,NYI,
tuckety01,NYI,
brzushe01,NYR,R
cormilu01,NYR,R
cristan01,NYR,R
dickisa01,NYR,
eklunvi01,NYR,R
gulyami01,NYR,R
heidtri01,NYR,R
luneatr01,NYR,R
martopo01,NYR,R
pickeow01,NYR,R
pottecu01,NYR,R
spencma02,NYR,R
sunieay01,NYR,R
ziemmko01,NYR,R
zonnobi01,NYR,R
ahose01,NYR,
bensoza01,NYR,
bourqma01,NYR,
byfiequ01,NYR,
clarkbr02,NYR,
helensa02,NYR,
hischni01,NYR,
jonesse01,NYR,
lacomja01,NYR,
leonary01,NYR,
merille01,NYR,
oettija01,NYR,
parayco01,NYR,
rinzesa01,NYR,R
roberja01,NYR,
slafkju01,NYR,
spencjo01,NYR,
stanklo01,NYR,
wothepa01,NYR,
zegratr01,NYR,
allanno01,OTT,R
cootebr01,OTT,R
dadonev01,OTT,R
granshe01,OTT,R
kadrina01,OTT,
milleco02,OTT,R
pettelu01,OTT,R
poulisa01,OTT,R
schwico01,OTT,R
sebrado01,OTT,R
stastsp01,OTT,R
stillch01,OTT,R
wangsi01,OTT,R
bertuty01,OTT,
carrial01,OTT,
debruja01,OTT,
evanglu01,OTT,
forslgu02,OTT,
gustafi01,OTT,
hagueni01,OTT,
marchma01,OTT,
morrijo04,OTT,
nyquigu01,OTT,R
regulal01,OTT,
roberma02,OTT,
rossima01,OTT,
samsoil01,OTT,
soucyca01,OTT,
steeval02,OTT,
svechan01,OTT,
svechfe01,OTT,
vatrafr01,OTT,
zaryco01,OTT,
akeybe01,PHI,R
berezma01,PHI,R
blumema01,PHI,R
bumpal01,PHI,R
cholode01,PHI,R
gillsp01,PHI,R
goncaga01,PHI,
hameele01,PHI,R
kessemi01,PHI,
lachash01,PHI,R
luchaje01,PHI,R
raddyta01,PHI,R
seguity01,PHI,R
surineg01,PHI,R
vansash01,PHI,R
zavraeg01,PHI,R
chatfja01,PHI,
cottepa01,PHI,
durzise01,PHI,
eicheja01,PHI,
hallist01,PHI,R
hryckju01,PHI,
kaneev01,PHI,
kochepy01,PHI,
korczka01,PHI,
landega01,PHI,
lundean01,PHI,
peterjo01,PHI,
sourdju01,PHI,
spurgja01,PHI,
staaljo01,PHI,
verhaca01,PHI,
vladada01,PHI,
yorkca01,PHI,
zubar01,PHI,
chernig01,PIT,R
demidiv01,PIT,
eiserco01,PIT,R
emeryer01,PIT,R
hagenja01,PIT,R
halttka01,PIT,R
hartca01,PIT,
hutsoco01,PIT,R
jiricad01,PIT,R
mustyqu01,PIT,R
necasma01,PIT,
nemecsi01,PIT,
obrieja02,PIT,R
schaema01,PIT,
stramch01,PIT,R
tomasph01,PIT,R
brindga01,PIT,
commedr01,PIT,R
danfobe01,PIT,R
deangan01,PIT,
dragilu01,PIT,R
fabbrda01,PIT,
foersty01,PIT,
greenry01,PIT,
greigri01,PIT,
howaris01,PIT,R
khusnma01,PIT,
lambebr01,PIT,R
lauzoje01,PIT,
lindbca01,PIT,
simasdm01,PIT,
tkachma01,PIT,
toewsjo01,PIT,
tolvaee01,PIT,
tomasda01,PIT,
woodma01,PIT,
cossase01,SEA,R
delmaet01,SEA,
epperkr01,SEA,R
fabbrro01,SEA,
fiddlbl01,SEA,R
gastrmi01,SEA,R
hallqth01,SEA,R
kahkoka01,SEA,R
leery01,SEA,R
misalu01,SEA,R
mustajo01,SEA,R
palmiky01,SEA,R
romanal01,SEA,R
smithta01,SEA,R
brobeph01,SEA,
daniena01,SEA,
dobsono01,SEA,
eklunwi01,SEA,
fialake01,SEA,
kellecl01,SEA,
konectr01,SEA,
larkidy01,SEA,
nedelal01,SEA,
neighja01,SEA,
protaal01,SEA,
rooneke01,SEA,
sambedy01,SEA,
smithbr05,SEA,R
snuggji01,SEA,R
sodervi01,SEA,
strubja01,SEA,
swaymje01,SEA,
thomaro01,SEA,
woodmi01,SEA,
bashaan01,SJS,R
georgis01,SJS,R
goodrba01,SJS,
huntda01,SJS,R
joseppi01,SJS,R
kartyty01,SJS,
lakovly01,SJS,R
murrama02,SJS,R
myersph01,SJS,R
regenpa01,SJS,R
sawchgr01,SJS,R
tanevbr01,SJS,R
villena01,SJS,R
amadimi01,SJS,
bouchev01,SJS,
dewarco01,SJS,R
dunnvi02,SJS,
ehlerni01,SJS,
grafco01,SJS,
jennebo01,SJS,
kempead01,SJS,
killoal01,SJS,
laferal01,SJS,
lafreal01,SJS,
liljeti01,SJS,
lowryad01,SJS,
mateyde01,SJS,
pickaca01,SJS,R
rittida01,SJS,
sarosju01,SJS,
velenjo01,SJS,R
weegama01,SJS,
zachapa01,SJS,
zellwol01,SJS,
cagnolu01,STL,R
carboju01,STL,R
helenko01,STL,R
johnsry03,STL,R
kevanbe01,STL,R
klebead01,STL,R
kyrouch01,STL,R
leinoto02,STL,R
mahurjo01,STL,R
marqumi01,STL,R
mooreol01,STL,R
nilsoer01,STL,R
priceca02,STL,R
robersi01,STL,R
rosenis01,STL,R
stigate01,STL,R
bennja01,STL,
berggjo02,STL,
boldyma01,STL,
brattje01,STL,
erssosa01,STL,
evansry01,STL,
feherma01,STL,
geekimo01,STL,
kakkoka01,STL,
mcnabbr01,STL,
meierti01,STL,
mintypa01,STL,
mitteca01,STL,
peekean01,STL,
petroal01,STL,
reichlu01,STL,
schmani01,STL,
sergami01,STL,
tarasda02,STL,
zettefa01,STL,
bedkoda01,TBL,R
chytifi01,TBL,R
georgca01,TBL,R
kessema01,TBL,
lamboca01,TBL,R
lardini01,TBL,
lyonal01,TBL,
prishni01,TBL,R
ravenjo01,TBL,R
wahlban01,TBL,R
yagerbr01,TBL,R
zamulye01,TBL,R
abolsro01,TBL,
burnsbr01,TBL,
chrisja01,TBL,R
colembl01,TBL,
ferrama01,TBL,
gaudead01,TBL,
gaudrfr01,TBL,
gibsojo02,TBL,
gravery01,TBL,R
hartmry01,TBL,
karlsli01,TBL,
laffesa01,TBL,R
levshar01,TBL,
luukkuk01,TBL,R
mailllo01,TBL,
malenbe01,TBL,
pastrda01,TBL,
pelecad01,TBL,
perbini01,TBL,
thompta01,TBL,
tuchal01,TBL,
bellewi01,TOR,R
capobky01,TOR,R
chadwno01,TOR,R
colansa01,TOR,R
deshavi01,TOR,R
douglcu01,TOR,R
kovalni01,TOR,R
lankike01,TOR,
mikheil01,TOR,R
reavery01,TOR,R
reillmi01,TOR,R
traffhe01,TOR,R
backlmi01,TOR,
blackco01,TOR,
brownco02,TOR,
domima01,TOR,
drysdja01,TOR,
ekmanol01,TOR,
helledr01,TOR,
holmbpo01,TOR,
hussovi01,TOR,R
jeannta01,TOR,
joshuda01,TOR,
kniesma01,TOR,
kuzneya01,TOR,
mccabja01,TOR,
mcmanbo02,TOR,
nylanwi01,TOR,
riellmo01,TOR,
roberni01,TOR,
ullmali01,TOR,
vanrija01,TOR,
bastina01,UTA,R
fernsme01,UTA,R
horcowi01,UTA,R
kolyavl01,UTA,R
lekkejo01,UTA,R
lundeis01,UTA,R
medveal01,UTA,R
moorewi01,UTA,R
myniosa01,UTA,R
nymanja01,UTA,
petteel02,UTA,
sidorye01,UTA,R
spellaj01,UTA,R
sturmni01,UTA,
anderra01,UTA,
binnijo01,UTA,
blankni01,UTA,
butda01,UTA,
catesno01,UTA,
coleia01,UTA,R
cuyllwi01,UTA,
edmunjo01,UTA,
hoglani01,UTA,R
hollody01,UTA,R
hronefi01,UTA,
hughequ01,UTA,
mcbaija03,UTA,
petteel01,UTA,
pointbr01,UTA,
rasmumi01,UTA,
schenbr01,UTA,
schmiak01,UTA,
skjeibr01,UTA,
stamkst01,UTA,
blaissa01,VAN,R
davidja01,VAN,
engstad01,VAN,R
fleurca01,VAN,R
frondan01,VAN,R
jiricda01,VAN,R
jonesza01,VAN,R
koivuaa01,VAN,R
lindsca01,VAN,R
mazurca01,VAN,R
moonejo01,VAN,R
ritchry01,VAN,R
thorpty01,VAN,R
zharoal01,VAN,R
allenja01,VAN,
beckow01,VAN,
beniema01,VAN,
cecico01,VAN,
demkoth01,VAN,
druryja01,VAN,
guhleka01,VAN,
kuralse01,VAN,
luostee01,VAN,
matthau01,VAN,
mintefr01,VAN,
morrosc02,VAN,
perrega01,VAN,
pulocry01,VAN,
raymolu01,VAN,
tanevch01,VAN,
turcoal02,VAN,
xhekaar01,VAN,
xhekafl01,VAN,
behrese01,VEG,R
buchedm01,VEG,R
chaboth01,VEG,
chaffmi01,VEG,R
duclaan01,VEG,R
hamblja01,VEG,R
hugheja03,VEG,
mcdonry01,VEG,
mcilrdy01,VEG,R
mckowhu01,VEG,R
miromda01,VEG,R
nosekto01,VEG,R
sogaama01,VEG,
suterry01,VEG,R
webbeca01,VEG,R
barbaiv01,VEG,
chychja01,VEG,
dowdni01,VEG,
duhaibr01,VEG,
dumoubr01,VEG,
dvorach01,VEG,
ioriovi01,VEG,R
johanma03,VEG,
kapanol01,VEG,
lyubuil01,VEG,R
mcmicco01,VEG,
samuema02,VEG,
sandira01,VEG,
sherwki01,VEG,
steelsa01,VEG,
stevecl01,VEG,R
stuetti02,VEG,
vanritr01,VEG,R
vilarga01,VEG,
wolfdu01,VEG,
beechjo01,WPG,
blackma01,WPG,
bruniha01,WPG,R
crevilo01,WPG,
dellaty01,WPG,R
doughdr01,WPG,
hallta02,WPG,
horvabo01,WPG,
huttobe01,WPG,R
kaisewy01,WPG,
kaliyar01,WPG,R
kopitan01,WPG,
macleky01,WPG,
murasse01,WPG,R
saadbr01,WPG,R
bobrose01,WPG,
brazeju01,WPG,
faksara01,WPG,R
faulkju01,WPG,
greeraj01,WPG,
jarrytr01,WPG,R
karlser01,WPG,
klingjo01,WPG,
koivuvi01,WPG,R
letankr01,WPG,
lizotbl01,WPG,R
malkiev01,WPG,R
mcgroru01,WPG,R
novakth01,WPG,
rakelri01,WPG,
sheary01,WPG,R
treniya01,WPG,
wilsbad01,WPG,R
zibanmi01,WPG,
bonkol01,WSH,R
boqviad01,WSH,R
carlobr01,WSH,R
freijal01,WSH,R
grubaph01,WSH,R
hemmiem01,WSH,R
jellvos01,WSH,R
kotkaje01,WSH,R
kudryki01,WSH,R
lyselfa01,WSH,R
merkuge01,WSH,R
mirosiv01,WSH,R
reidca01,WSH,R
zellewi01,WSH,R
cizikca01,WSH,
comphj.01,WSH,
forsban01,WSH,
jankoma01,WSH,
jokihhe01,WSH,
leddyni01,WSH,
mackina01,WSH,
manthan01,WSH,
marchbr03,WSH,
mcavoch01,WSH,
mcleory01,WSH,
merzlel01,WSH,
monahse01,WSH,
nurseda01,WSH,
perryco01,WSH,
rantami01,WSH,
sanhetr01,WSH,
smithre01,WSH,
stenlke01,WSH,
vaakaur01,WSH,
