hockeyRef,team,pos,stats/gp,stats/goals,stats/assists,stats/pim,stats/plusMinus,stats/ppg,stats/shg,stats/gwg,stats/how,stats/fol,stats/shots,stats/blocks,stats/hits,stats/toi,stats/take,stats/give,stats/wins,stats/losses,stats/ties,stats/ga,stats/sa,stats/so
brazeju01,PIT,F,12,6,6,0,3,1,0,2,0,0,22,12,17,161,1,13,,,,,,
coolelo01,UTA,C,14,8,4,6,1,3,0,0,78,104,28,6,15,260,4,20,,,,,,
demidiv01,MTL,RW,13,4,8,8,4,1,0,1,0,0,17,5,4,183,5,15,,,,,,
geekimo01,BOS,C,15,9,3,4,-7,2,0,1,18,16,32,6,26,270,5,10,,,,,,
guentja01,TBL,C,13,5,7,4,0,0,0,1,21,22,37,6,3,268,4,12,,,,,,
jarvise01,CAR,C,12,8,4,4,2,1,1,4,9,10,44,7,8,232,7,11,,,,,,
johanma03,MIN,C,14,6,6,2,0,3,0,1,4,4,24,5,7,224,4,11,,,,,,
lehkoar01,COL,LW,14,4,8,0,11,0,0,0,0,1,34,14,7,274,1,12,,,,,,
matthau01,TOR,C,14,8,4,6,10,1,0,2,155,104,57,27,12,304,7,19,,,,,,
olofsvi01,COL,RW,14,5,7,2,-1,2,0,0,0,0,42,3,3,191,4,11,,,,,,
pintosh01,OTT,C,13,8,4,10,2,0,0,1,93,61,38,9,10,248,5,11,,,,,,
raymolu01,DET,LW,12,4,8,2,3,1,0,1,1,0,21,6,3,212,8,11,,,,,,
rossima01,MIN,C,13,3,9,2,-5,0,0,0,82,88,23,7,10,238,3,11,,,,,,
tuchal01,BUF,RW,13,5,7,29,2,0,1,0,3,7,32,17,4,251,3,9,,,,,,
barbaiv01,VEG,C,12,4,7,0,4,0,0,1,0,4,17,2,20,185,2,13,,,,,,
byfiequ01,LAK,C,14,2,9,8,-2,1,0,0,103,132,32,5,14,279,7,10,,,,,,
cirelan01,TBL,C,13,7,4,6,6,2,0,2,124,131,21,10,8,252,5,7,,,,,,
eklunwi01,SJS,LW,12,5,6,2,-5,2,0,0,0,4,31,10,8,237,3,14,,,,,,
forsbfi01,NSH,C,15,6,5,4,-1,0,0,0,1,4,47,7,32,286,10,15,,,,,,
foxad01,NYR,D,14,3,8,6,1,1,0,1,0,0,30,23,8,336,13,15,,,,,,
garlaco01,VAN,RW,12,3,8,4,5,0,0,1,1,8,35,6,8,245,4,14,,,,,,
hertlto01,VEG,C,12,5,6,8,4,3,0,1,129,79,27,3,15,211,1,9,,,,,,
hischni01,NJD,C,13,3,8,4,3,0,0,0,140,127,27,16,7,262,6,13,,,,,,
kadrina01,CGY,C,15,4,7,8,-6,1,0,0,79,98,44,6,11,304,4,17,,,,,,
karlser01,PIT,D,14,1,10,4,7,0,0,0,0,0,26,15,0,324,8,24,,,,,,
kucheni01,TBL,RW,11,5,6,2,-4,1,0,1,0,0,32,3,2,229,4,18,,,,,,
manthan01,PIT,RW,14,6,5,0,7,0,0,0,1,5,27,10,6,210,3,17,,,,,,
mcavoch01,BOS,D,15,0,11,24,-3,0,0,0,0,0,21,26,24,360,9,16,,,,,,
morrijo04,WPG,D,13,1,10,6,9,0,0,0,0,0,23,27,7,320,4,18,,,,,,
nazarfr01,CHI,C,14,5,6,6,3,1,1,1,98,111,31,16,11,278,8,20,,,,,,
roberja01,DAL,LW,13,3,8,0,2,2,0,0,0,1,56,9,8,273,8,15,,,,,,
rustbr01,PIT,RW,12,4,7,6,1,0,0,2,0,1,27,16,2,243,1,17,,,,,,
sandeja01,OTT,D,13,3,8,0,1,1,0,0,0,0,31,22,5,310,9,20,,,,,,
schaema01,NYI,D,13,5,6,4,1,3,0,1,0,0,41,13,6,285,6,16,,,,,,
sergami01,UTA,D,14,3,8,10,1,1,0,0,0,0,26,26,4,347,4,24,,,,,,
stromdy01,WSH,C,11,3,8,4,8,0,0,0,112,78,23,5,3,184,4,10,,,,,,
barzama01,NYI,C,12,3,7,12,6,0,0,0,34,70,27,10,4,247,5,16,,,,,,
bertuty01,CHI,LW,13,6,4,18,-1,3,0,0,15,9,27,0,15,227,3,11,,,,,,
bouchev01,EDM,D,15,2,8,8,-8,1,0,1,0,0,40,21,6,352,7,22,,,,,,
burakan01,CHI,LW,13,5,5,6,1,1,0,1,0,4,17,3,5,227,8,11,,,,,,
chychja01,WSH,D,13,3,7,6,9,1,0,1,0,0,38,11,13,304,6,20,,,,,,
cozendy01,OTT,C,13,6,4,4,-11,3,0,0,72,62,31,7,44,226,0,8,,,,,,
donatry01,CHI,C,14,6,4,8,1,1,0,2,19,17,29,3,17,216,4,10,,,,,,
dorofpa01,VEG,LW,12,9,1,6,2,5,0,1,0,0,35,5,5,208,1,11,,,,,,
eberljo01,SEA,RW,13,5,5,6,0,0,0,1,7,7,31,5,15,252,2,13,,,,,,
fialake01,LAK,LW,14,6,4,8,-5,2,0,1,0,5,46,5,9,255,4,22,,,,,,
hedmavi01,TBL,D,13,0,10,2,2,0,0,0,0,0,23,28,7,300,4,23,,,,,,
konectr01,PHI,RW,13,4,6,11,2,0,0,1,4,9,33,10,22,248,5,25,,,,,,
meierti01,NJD,RW,13,3,7,8,0,1,0,1,10,6,36,9,25,226,5,13,,,,,,
orlovdm01,SJS,D,14,0,10,14,-1,0,0,0,0,0,21,18,24,315,4,22,,,,,,
palmiky01,NYI,RW,13,4,6,6,-1,0,0,0,2,1,39,7,12,255,4,10,,,,,,
peterjo01,UTA,RW,14,4,6,4,3,0,0,1,1,5,26,4,2,225,6,15,,,,,,
petteel01,VAN,C,15,3,7,2,0,1,0,0,143,166,23,31,18,298,8,16,,,,,,
protaal01,WSH,C,13,5,5,2,5,0,0,1,1,7,30,8,6,236,3,12,,,,,,
riellmo01,TOR,D,13,2,8,2,-2,0,0,1,0,0,26,13,7,278,3,27,,,,,,
schwaja01,SEA,C,13,4,6,6,2,1,0,1,5,3,24,13,19,224,9,18,,,,,,
thompta01,BUF,C,13,5,5,10,-4,1,0,0,44,42,55,9,19,247,9,13,,,,,,
vorondi01,CBJ,LW,13,5,5,18,9,1,0,0,1,6,28,1,30,202,3,10,,,,,,
werenza01,CBJ,D,13,4,6,0,9,1,0,0,0,0,47,21,8,339,6,32,,,,,,
boesebr01,VAN,RW,13,6,3,0,-3,1,0,1,12,14,29,4,6,239,1,7,,,,,,
brinkbo01,PHI,RW,13,5,4,10,-2,2,0,0,2,10,24,4,17,212,1,6,,,,,,
buiumze01,MIN,D,14,3,6,2,-11,2,0,0,0,0,19,4,3,262,3,20,,,,,,
buntimi01,NSH,LW,15,4,5,6,0,0,0,0,3,7,20,6,5,215,1,12,,,,,,
carlsjo01,WSH,D,13,3,6,2,-2,0,0,0,0,0,30,20,6,308,10,22,,,,,,
catesno01,PHI,LW,13,3,6,4,3,1,0,1,87,115,28,9,10,227,4,9,,,,,,
coutuse01,PHI,C,12,2,7,8,1,0,0,1,109,92,18,9,11,220,5,12,,,,,,
coylech01,CBJ,C,13,2,7,0,0,0,0,0,100,91,20,9,17,218,5,8,,,,,,
dahlira01,BUF,D,13,1,8,10,-8,1,0,0,0,0,35,16,11,319,6,30,,,,,,
doanjo01,BUF,RW,13,4,5,4,1,2,0,1,2,1,37,3,13,198,6,13,,,,,,
ekmanol01,TOR,D,14,1,8,14,4,0,0,0,0,0,16,14,19,281,2,23,,,,,,
eriksjo02,MIN,C,14,2,7,8,-8,1,0,0,159,149,42,10,28,275,4,6,,,,,,
hagelbr01,TBL,LW,13,4,5,10,4,1,0,0,1,5,36,7,9,270,7,20,,,,,,
harleth01,DAL,D,13,1,8,6,-6,0,0,0,0,0,16,35,6,302,6,17,,,,,,
kurasph01,SJS,C,12,5,4,2,5,0,0,1,11,9,26,5,12,214,4,13,,,,,,
leean01,NYI,LW,13,2,7,12,-1,0,0,1,11,7,39,10,12,196,3,6,,,,,,
lindhel01,BOS,C,13,4,5,8,-3,4,0,1,131,97,22,14,19,230,3,12,,,,,,
lundean01,FLA,C,13,3,6,8,-3,2,0,0,116,102,26,12,10,244,1,17,,,,,,
mctavma01,ANA,C,12,2,7,14,-1,1,0,1,89,85,22,7,17,218,5,8,,,,,,
mitteca01,BOS,C,14,4,5,0,0,0,0,0,48,34,13,6,2,203,2,14,,,,,,
newhoal01,MTL,C,13,5,4,4,6,1,0,1,30,42,17,5,20,197,1,2,,,,,,
nichuva01,COL,RW,14,5,4,2,3,1,0,0,1,0,39,3,14,255,7,9,,,,,,
oreilry01,NSH,C,15,5,4,0,-4,1,1,2,155,111,24,14,6,291,11,8,,,,,,
pointbr01,TBL,C,13,3,6,4,-10,1,0,0,69,84,28,6,3,247,2,15,,,,,,
samosma01,FLA,RW,13,2,7,6,0,2,0,0,0,0,31,4,22,193,1,7,,,,,,
sherwki01,VAN,RW,15,9,0,12,-5,2,1,1,4,8,30,9,67,265,7,19,,,,,,
suterpi01,STL,F,14,5,4,6,1,1,0,1,72,79,24,6,10,232,6,6,,,,,,
tarasvl01,MIN,RW,14,2,7,0,-6,1,0,0,0,0,24,6,10,218,4,8,,,,,,
teravte01,CHI,F,14,2,7,0,6,0,0,0,4,11,16,8,8,260,5,20,,,,,,
toffoty01,SJS,C,14,5,4,2,3,2,0,0,1,3,33,10,11,240,2,11,,,,,,
wennbal01,SJS,C,14,3,6,0,-3,1,0,1,101,113,13,19,3,290,6,16,,,,,,
zubar01,OTT,D,13,2,7,6,4,0,0,0,0,0,20,17,19,248,2,12,,,,,,
beniema01,SEA,C,13,2,6,4,0,2,0,1,89,100,23,10,7,260,1,19,,,,,,
bensoza01,BUF,LW,8,0,8,6,3,0,0,0,2,1,16,6,4,152,5,7,,,,,,
blakeja02,CAR,RW,12,3,5,10,1,0,0,0,0,0,34,4,3,195,5,13,,,,,,
dobsono01,MTL,D,13,1,7,8,2,0,0,0,0,0,23,28,4,293,4,19,,,,,,
evanglu01,NSH,RW,14,1,7,2,-1,1,0,0,0,0,27,3,3,204,5,14,,,,,,
finniem01,DET,C,14,4,4,0,5,0,0,0,4,5,25,9,28,238,8,12,,,,,,
frostmo01,CGY,C,15,3,5,12,3,0,0,0,99,97,25,9,10,238,3,8,,,,,,
giroucl01,OTT,C,13,2,6,4,2,0,0,1,66,33,22,2,11,211,3,13,,,,,,
granlmi01,ANA,C,8,2,6,4,2,1,0,0,67,62,19,3,3,138,3,6,,,,,,
haulaer01,NSH,LW,15,3,5,18,-3,1,0,0,89,84,22,6,22,240,5,11,,,,,,
heineem01,NYI,LW,13,5,3,6,4,1,0,0,2,1,27,5,51,186,3,8,,,,,,
hintzro01,DAL,LW,8,1,7,2,-1,0,0,0,76,69,28,5,4,152,0,8,,,,,,
holmssi01,NYI,RW,13,4,4,2,-4,0,1,1,1,2,14,14,3,192,3,10,,,,,,
huberjo01,CGY,LW,10,4,4,4,2,1,0,1,1,3,17,6,3,194,1,11,,,,,,
hughequ01,VAN,D,11,1,7,0,-1,1,0,0,0,0,25,9,1,294,1,14,,,,,,
jennebo01,CBJ,C,13,2,6,13,-7,1,0,1,46,37,23,10,26,216,2,9,,,,,,
kaneev01,VAN,LW,15,3,5,28,-3,1,0,0,3,8,44,9,31,260,3,16,,,,,,
kreidch01,ANA,LW,8,7,1,8,1,4,0,1,0,1,23,3,6,130,1,9,,,,,,
kyroujo01,STL,C,14,4,4,0,-8,1,0,0,0,1,32,8,2,243,6,4,,,,,,
mccabja01,TOR,D,14,2,6,9,10,0,0,0,0,0,10,31,17,296,4,20,,,,,,
millejt01,NYR,C,14,3,5,6,-1,0,0,1,146,99,40,5,29,294,3,15,,,,,,
montobr01,SEA,D,9,3,5,5,5,1,0,0,0,0,27,16,11,204,7,16,,,,,,
niedeni01,WPG,RW,13,3,5,6,2,1,0,1,1,0,21,4,24,186,2,8,,,,,,
ovechal01,WSH,LW,13,3,5,2,2,0,0,2,1,0,30,0,22,233,2,13,,,,,,
perryco01,LAK,RW,8,5,3,2,5,1,0,0,2,2,22,3,2,114,0,4,,,,,,
rakelri01,PIT,RW,9,3,5,2,1,1,0,0,1,5,17,10,9,159,3,4,,,,,,
rodriev01,FLA,C,13,3,5,8,2,0,0,0,55,67,27,7,19,215,3,10,,,,,,
rosloja01,EDM,C,13,3,5,2,4,2,0,0,9,10,31,4,5,216,5,9,,,,,,
sheary01,PIT,D,14,2,6,14,6,0,0,0,0,0,14,18,3,288,5,18,,,,,,
slafkju01,MTL,LW,13,6,2,12,4,4,0,0,1,8,28,13,24,237,1,8,,,,,,
snuggji01,STL,RW,14,4,4,2,-3,2,0,2,2,0,30,8,11,217,8,6,,,,,,
thomaro01,STL,C,10,2,6,4,-1,1,0,0,80,83,13,6,3,186,6,18,,,,,,
troubja01,ANA,D,12,3,5,0,11,0,0,0,0,0,17,25,34,261,5,13,,,,,,
armiajo01,LAK,RW,14,2,5,8,3,0,1,0,3,2,17,8,15,199,4,8,,,,,,
arvidvi01,BOS,LW,15,4,3,6,3,0,0,1,4,2,37,7,8,215,4,11,,,,,,
backlmi01,CGY,C,15,3,4,4,-1,0,0,0,137,142,35,3,11,252,4,9,,,,,,
chaboth01,OTT,D,13,2,5,8,2,1,0,0,0,0,17,28,7,297,6,10,,,,,,
clarkbr02,LAK,D,14,2,5,6,4,0,0,1,0,0,28,24,5,237,3,18,,,,,,
colembl01,CGY,C,15,6,1,6,0,0,1,1,6,10,40,9,31,263,3,18,,,,,,
demeldy01,WPG,D,13,1,6,10,6,0,0,0,0,0,9,28,11,284,1,17,,,,,,
drouijo01,NYI,LW,12,1,6,17,5,0,0,0,9,8,16,5,4,211,1,6,,,,,,
dunnvi02,SEA,D,13,2,5,6,-6,0,0,0,0,0,32,10,3,302,4,15,,,,,,
eyssimi01,BOS,C,15,3,4,11,-5,0,0,1,0,0,31,6,8,169,1,6,,,,,,
faberbr01,MIN,D,14,1,6,0,-7,0,0,0,0,0,35,28,6,327,7,14,,,,,,
farabjo01,CGY,LW,15,2,5,2,-4,0,0,0,8,10,28,13,19,269,1,12,,,,,,
foersty01,PHI,RW,11,4,3,12,5,2,0,0,1,1,19,7,9,201,3,8,,,,,,
gallabr01,MTL,RW,13,0,7,6,1,0,0,0,2,0,19,1,14,171,3,5,,,,,,
gostish01,CAR,D,6,1,6,2,8,0,0,0,0,0,6,8,2,87,2,3,,,,,,
hamildo01,NJD,D,13,4,3,8,2,2,0,1,0,0,34,17,15,283,2,24,,,,,,
hronefi01,VAN,D,15,0,7,6,3,0,0,0,0,0,19,22,30,370,7,22,,,,,,
hughelu01,NJD,D,13,0,7,16,5,0,0,0,0,0,23,11,7,277,3,18,,,,,,
kapanol01,MTL,C,13,4,3,2,1,0,1,1,33,29,16,8,8,165,2,4,,,,,,
kuzmean01,LAK,F,14,3,4,2,2,2,0,0,0,0,22,5,14,223,2,20,,,,,,
leonary01,WSH,RW,13,3,4,6,4,1,0,2,3,2,21,4,19,169,3,21,,,,,,
maccema01,TOR,LW,13,3,4,0,2,0,0,1,2,1,12,4,1,176,3,10,,,,,,
marinjo01,UTA,D,14,1,6,4,3,0,0,0,0,0,15,13,3,282,3,26,,,,,,
martijo01,CAR,LW,12,2,5,2,7,0,0,1,3,5,18,11,22,179,3,9,,,,,,
mathemi01,MTL,D,13,3,4,10,8,0,0,1,0,0,18,31,14,326,3,12,,,,,,
mcleory01,BUF,C,13,3,4,0,-1,0,1,0,85,133,16,6,3,233,3,12,,,,,,
namesvl01,WPG,C,13,6,1,4,2,2,0,1,30,49,21,7,11,201,3,11,,,,,,
neighja01,STL,LW,8,6,1,4,-4,0,0,1,1,0,12,5,20,116,0,4,,,,,,
nemecsi01,NJD,D,13,0,7,4,-2,0,0,0,0,0,16,24,3,216,4,13,,,,,,
nurseda01,EDM,D,15,3,4,8,-2,0,0,0,0,0,35,41,27,314,4,17,,,,,,
pageaje01,NYI,C,13,3,4,0,0,0,1,1,121,76,13,12,22,195,7,10,,,,,,
panarar01,NYR,LW,14,2,5,2,-5,0,0,1,0,0,41,2,2,295,4,18,,,,,,
quinnja01,BUF,RW,13,3,4,0,-4,2,0,1,0,0,20,4,7,198,1,11,,,,,,
reinhsa01,FLA,C,13,6,1,2,-6,1,1,1,20,41,38,10,17,279,2,9,,,,,,
roberni01,TOR,LW,13,3,4,0,0,0,0,1,0,1,26,2,14,166,4,11,,,,,,
sennebe01,ANA,F,12,4,3,6,-2,1,0,0,0,0,22,5,12,202,6,14,,,,,,
skinnje01,SJS,LW,13,4,3,4,-4,0,0,0,2,6,24,3,5,170,2,13,,,,,,
stanklo01,CAR,C,12,4,3,4,4,0,0,0,72,92,26,4,4,190,5,7,,,,,,
stephch02,SEA,C,13,3,4,0,-6,2,0,0,136,148,21,12,3,269,4,16,,,,,,
toewsjo01,WPG,C,13,2,5,8,-6,1,0,0,121,71,17,9,1,212,4,7,,,,,,
walmaja01,EDM,D,9,1,6,0,4,1,0,1,0,0,12,21,3,186,5,13,,,,,,
wrighsh01,SEA,C,13,3,4,2,2,1,0,0,48,77,20,6,11,194,1,14,,,,,,
yorkca01,PHI,D,10,1,6,4,1,1,0,0,0,0,5,22,1,249,4,10,,,,,,
zuckeja01,BUF,LW,12,4,3,4,-7,2,0,1,11,19,27,1,15,176,2,10,,,,,,
applema01,DET,C,14,3,3,12,-1,0,0,1,2,3,13,9,14,201,0,8,,,,,,
barromo01,WPG,C,12,3,3,4,2,0,1,1,79,66,15,7,20,150,3,7,,,,,,
bolduza01,MTL,C,13,4,2,6,0,2,0,0,6,3,23,4,22,175,2,10,,,,,,
brownco02,NJD,RW,11,5,1,2,1,0,1,0,3,3,17,10,6,173,3,7,,,,,,
buchnpa01,STL,LW,14,2,4,4,-9,2,0,0,4,5,26,5,10,256,3,16,,,,,,
burnsbr01,COL,D,14,1,5,12,1,0,0,1,0,0,34,19,4,288,4,11,,,,,,
coleia01,UTA,D,14,1,5,8,7,0,0,0,0,0,10,31,18,257,3,15,,,,,,
coltoro01,COL,C,14,2,4,5,-1,0,0,1,9,8,26,6,35,172,4,11,,,,,,
coronma01,CGY,RW,14,3,3,6,-11,2,0,0,3,15,26,5,2,231,5,7,,,,,,
cuyllwi01,NYR,LW,14,2,4,12,-2,1,0,1,9,4,33,11,50,242,3,4,,,,,,
dellaty01,SJS,C,14,1,5,4,-3,0,1,0,80,72,11,10,31,189,3,7,,,,,,
dillobr01,NJD,D,13,2,4,4,2,0,0,2,0,0,12,25,33,245,4,5,,,,,,
dvorach01,PHI,C,13,3,3,6,1,0,0,0,76,71,21,8,9,219,2,5,,,,,,
ekholma01,EDM,D,15,1,5,4,-6,0,0,0,0,0,27,34,10,300,8,27,,,,,,
ellerla01,OTT,C,13,2,4,0,-1,0,1,0,85,59,15,8,12,183,2,7,,,,,,
fantiad01,CBJ,C,13,2,4,6,-6,0,0,0,46,42,28,6,17,208,5,16,,,,,,
faulkju01,STL,D,14,2,4,4,-3,1,0,0,0,0,25,32,14,330,5,12,,,,,,
feherma01,WSH,D,13,1,5,4,2,0,0,0,0,0,17,23,22,250,0,11,,,,,,
forslgu02,FLA,D,13,0,6,2,2,0,0,0,0,0,17,15,15,291,4,9,,,,,,
gritsar01,NJD,RW,13,2,4,4,-1,1,0,0,2,2,29,2,17,177,5,5,,,,,,
hallta02,CAR,LW,12,2,4,10,2,0,0,0,3,4,15,5,8,168,5,11,,,,,,
hartmry01,MIN,RW,14,4,2,4,-4,1,0,1,81,101,37,12,12,230,7,10,,,,,,
heiskmi01,DAL,D,13,3,3,2,-3,1,0,1,0,0,34,19,3,330,7,18,,,,,,
helledr01,ANA,D,12,2,4,0,0,0,0,0,0,0,14,10,12,228,4,12,,,,,,
henriad01,EDM,C,15,2,4,2,0,0,0,0,84,53,24,18,6,204,4,12,,,,,,
hollody01,STL,C,14,2,4,4,-7,0,0,0,4,3,33,9,41,264,1,12,,,,,,
jonesse01,FLA,D,13,0,6,8,-4,0,0,0,0,0,19,13,15,305,3,21,,,,,,
karlswi01,VEG,C,12,4,2,4,-2,1,1,1,76,61,25,13,3,190,3,11,,,,,,
kopitan01,LAK,C,10,0,6,4,7,0,0,0,103,84,14,12,11,190,4,15,,,,,,
laferal01,LAK,RW,14,3,3,4,-3,0,1,0,22,34,29,12,34,223,2,14,,,,,,
lafreal01,NYR,LW,14,1,5,4,-9,0,0,1,1,4,32,9,20,249,3,5,,,,,,
letankr01,PIT,D,14,1,5,6,7,1,0,0,0,0,18,21,18,302,3,19,,,,,,
levshar01,CHI,D,13,0,6,10,3,0,0,0,0,0,12,9,13,198,1,17,,,,,,
lohrema01,BOS,D,11,1,5,0,0,1,0,0,0,0,9,14,5,199,3,12,,,,,,
malinsa01,COL,D,14,1,5,2,4,0,0,1,0,0,26,16,4,210,6,16,,,,,,
mangian01,EDM,LW,15,4,2,0,-6,0,0,1,0,1,13,10,13,240,2,11,,,,,,
audymjo01,NSH,C,12,4,2,4,-6,2,0,1,3,1,31,1,23,216,3,18,,,,,,
mcdonry01,TBL,D,13,3,3,0,0,0,0,0,0,0,15,24,8,275,4,18,,,,,,
michkma01,PHI,RW,13,1,5,10,-1,0,0,0,0,0,25,3,10,195,4,22,,,,,,
mikheil01,CHI,F,12,4,2,0,5,0,0,1,0,5,22,4,9,211,4,4,,,,,,
monahse01,CBJ,C,13,1,5,2,8,1,0,1,131,122,28,1,8,235,3,11,,,,,,
nesteni02,ANA,C,10,1,5,0,5,0,0,1,6,10,9,4,17,135,0,3,,,,,,
nikisal01,CAR,D,12,2,4,8,10,0,0,0,0,0,21,18,35,241,3,15,,,,,,
parayco01,STL,D,14,0,6,6,-4,0,0,0,0,0,21,27,14,319,8,19,,,,,,
perroda01,OTT,LW,13,2,4,8,-7,2,0,0,0,1,14,4,16,189,2,5,,,,,,
podkova01,EDM,RW,15,2,4,2,3,0,0,1,2,4,26,13,50,220,3,7,,,,,,
samuema02,BUF,D,11,2,4,4,3,0,0,1,0,0,16,26,19,229,1,5,,,,,,
schenbr01,STL,C,14,2,4,16,-13,0,0,0,94,87,14,5,32,235,2,15,,,,,,
seidemo01,DET,D,14,1,5,10,1,0,0,0,0,0,32,21,29,355,7,19,,,,,,
sillico01,CBJ,C,13,2,4,8,1,0,0,1,8,12,22,2,12,202,6,11,,,,,,
stanllo01,WPG,D,13,2,4,22,5,0,0,1,0,0,11,20,23,224,6,13,,,,,,
stastsp01,NSH,D,15,1,5,4,-1,0,0,0,0,0,12,12,3,235,5,10,,,,,,
tippeow01,PHI,RW,13,5,1,18,-3,1,0,0,0,1,38,6,23,220,2,20,,,,,,
verhaca01,FLA,C,13,2,4,4,-4,1,0,1,6,9,33,4,9,236,5,12,,,,,,
