hockeydb,name
277, Stephane Beauregard
106791, Taylor Beck
50539, Jaroslav Bednar
29125, Kris Beech
286, Bob Beers
26801, Steve Begin
11360, Wade Belak
29579, Eric Belanger
292, Jesse Belanger
14404, Ken Belanger
80249, Matt Beleskey
295, Ed Belfour
48757, Brendan Bell
25869, Mark Bell
55476, Shawn Belle
78373, Pierre-Edouard Bellemare
89779, Brett Bellemore
310, Brian Bellows
80671, Anton Belov
312, Oleg Belov
102290, Jamie Benn
83934, Jordie Benn
127795, Beau Bennett
160252, Sam Bennett
325, Brian Benning
55231, Andre Benoit
13120, Ladislav Benysek
333, Josef Beranek
14112, Bryan Berard
336, Drake Berehowsky
14457, Bubba Berenzweig
11376, Sergei Berezin
16597, Aki-Petteri Berg
340, Bill Berg
62649, Sean Bergenheim
346, Jean-Claude Bergeron
35604, Marc-Andre Bergeron
62238, Patrice Bergeron
350, Marc Bergevin
80702, Nicklas Bergfors
25027, Stefan Bergkvist
351, Tim Bergland
36982, Christian Berglund
95388, Patrik Berglund
165995, Julius Bergman
80398, Jonathan Bernier
62298, Steve Bernier
84109, Reto Berra
28887, Rick Berry
84803, Dan Bertram
369, Todd Bertuzzi
370, Craig Berube
372, Allan Bester
29227, Blair Betts
375, Jeff Beukeboom
382, Radim Bicanek
28498, Jiri Bicek
85050, Stu Bickel
71802, Bryan Bickell
63159, Kevin Bieksa
24098, Zac Bierk
121437, Tyler Biggs
145022, Chris Bigras
389, Craig Billington
121736, Jordan Binnington
19345, Martin Biron
35745, Mathieu Biron
87909, Ben Bishop
59747, Paul Bissonnette
72626, Byron Bitz
155408, Oliver Bjorkstrand
127782, Nick Bjugstad
401, James Black
50619, Dan Blackburn
106794, Jesse Blacker
26530, Jason Blake
415, Rob Blake
45058, Zdenek Blatny
148570, Conner Bleackley
14111, Sylvain Blouin
431, John Blue
155334, Teddy Blueger
130578, Dylan Blujus
90120, Jonathon Blum
71747, Mike Blunden
120909, Igor Bobkov
98874, Sergei Bobrovsky
56816, Brandon Bochenski
442, Doug Bodger
102934, Mat Bodie
71949, Troy Bodie
106795, Mikkel Boedker
96505, Zach Bogosian
15973, Eric Boguniecki
16396, Lonny Bohonos
18624, Patrick Boileau
49872, Daniel Boisclair
62376, Alexandre Bolduc
73694, Jared Boll
71780, Dave Bolland
93902, Brandon Bollig
464, Brad Bombardir
469, Peter Bondra
470, Brian Bonin
105377, Nick Bonino
472, Radek Bonk
476, Jason Bonsignore
10717, Dennis Bonvie
50621, Derek Boogaard
67781, David Booth
42481, Darryl Bootland
73218, Patrick Bordeleau
18622, Sebastien Bordeleau
77812, Casey Borer
113840, Mark Borowiecki
485, Nikolai Borschevsky
96506, Robert Bortuzzo
490, Jason Botterill
80829, Francois Bouchard
496, Joel Bouchard
55023, Pierre-Marc Bouchard
14461, Brian Boucher
501, Philippe Boucher
123279, Reid Boucher
28812, Tyler Bouck
507, Bob Boughner
23003, Francis Bouillon
23046, Jesse Boulerice
23908, Eric Boulton
92430, Lance Bouma
37633, Josef Boumedienne
73268, Luc Bourdon
89545, Marc-Andre Bourdon
115896, Michael Bournival
78707, Christopher Bourque
106608, Gabriel Bourque
520, Ray Bourque
54761, Rene Bourque
70696, Alex Bourret
70732, Jonathan Boutin
46419, Jay Bouwmeester
525, Jason Bowen
134163, Madison Bowey
82947, Drayson Bowman
55353, Johnny Boychuk
89914, Zach Boychuk
71963, Dustin Boyd
42331, Brad Boyes
72656, Brian Boyle
22001, Dan Boyle
23713, Nick Boynton
83925, Tyler Bozak
540, Philippe Bozon
145126, Tim Bozon
542, Brian Bradley
20194, Matt Bradley
41832, Christoph Brandner
550, Donald Brashear
77446, Derick Brassard
552, Fred Brathwaite
85051, Justin Braun
89787, Christopher Breen
40740, Pavel Brendl
26004, Kip Brennan
96395, T.J. Brennan
55335, Tim Brent
26844, Eric Brewer
16000, Daniel Briere
26833, Travis Brigley
576, Rod Brind'Amour
577, Patrice Brisebois
107553, Terry Broadhurst
581, Martin Brochu
587, Martin Brodeur
96809, T.J. Brodie
127571, Jonas Brodin
55404, Kyle Brodziak
139946, Jonny Brodzinski
122927, David Broll
59519, Sheldon Brookbank
30382, Wade Brookbank
33957, Alex Brooks
597, Neal Broten
598, Paul Broten
62527, Troy Brouwer
11364, Brad Brown
120944, Chris Brown
130232, Connor Brown
14115, Curtis Brown
610, Dave Brown
78368, David Brown
611, Doug Brown
55221, Dustin Brown
612, Greg Brown
116461, J.T. Brown
613, Jeff Brown
615, Keith Brown
29280, Marc Brown
26839, Mike Brown1
78351, Mike Brown2
619, Rob Brown
19346, Sean Brown
72051, Gilbert Brule
631, Benoit Brunet
634, Andrew Brunette
96871, Damien Brunner
104356, Fabian Brunnstrom
55460, Barry Brust
640, Sergei Brylin
51169, Ilya Bryzgalov
645, Kelly Buchberger
159355, Pavel Buchnevich
50274, Peter Budaj
120936, Zach Budish
20196, Jan Bulis
116362, Brett Bulmer
112787, Tyler Bunz
152839, Andre Burakovsky
662, Pavel Bure
663, Valeri Bure
664, Marc Bureau
64498, Adam Burish
674, Sean Burke
71941, Codey Burki
104993, Brandon Burlon
117173, Alexander Burmistrov
21547, Garrett Burnett
71733, Brent Burns
689, Shawn Burr
690, Randy Burridge
55145, Alexandre Burrows
693, Adam Burt
699, Garth Butcher
22895, Sven Butenschon
97707, Bobby Butler
73779, Chris Butler
703, Vyacheslav Butsayev
36948, Yuri Butsayev
15602, Petr Buzek
707, Ilya Byakin
69031, Dane Byers
62465, Dustin Byfuglien
56786, Dmitry Bykov
6406, Dan Bylsma
96329, Paul Byron
139978, Ludwig Bystrom
14072, Eric Cairns
15569, Petr Cajanek
28846, Kyle Calder
71756, Ryan Callahan
784, Jan Caloun
102995, Matt Calvert
122851, Anthony Camara
49660, Mike Cammalleri
24075, Brian Campbell
55300, Greg Campbell
120975, Jack Campbell
793, Jim Campbell
99066, Carter Camper
55214, Chris Campoli
80260, Luca Caputi
809, Guy Carbonneau
71842, Daniel Carcillo
68988, Mike Card
13060, Jim Carey
31187, Matt Carkner
823, Terry Carkner
74571, Mathieu Carle
67805, Matt Carle
99508, John Carlson
830, Patrik Carnback
831, Keith Carney
96371, Jordan Caron
43915, Sebastien Caron
130865, Connor Carrick
129676, William Carrier
62526, Brett Carson
845, Jimmy Carson
847, Anson Carter
59691, Jeff Carter
67635, Ryan Carter
854, Jon Casey
856, Andrew Cassels
864, Paul Cavallini
51275, Roman Cechmanek
121792, Cody Ceci
162736, Anton Cederholm
164498, Peter Cehlarik
118532, Patrick Cehlin
43762, Sebastien Centomo
47177, Luca Cereda
76036, Roman Cervenka
57047, Martin Chabada
883, Shawn Chambers
115903, Michael Chaput
28487, Zdeno Chara
29635, Sebastien Charpentier
903, Eric Charron
906, Brad Chartrand
908, Kelly Chase
910, Denis Chasse
911, Vladimir Chebaturkin
31215, Jonathan Cheechoo
946, Chris Chelios
96288, Alexei Cherepanov
954, Tim Cheveldae
110877, Alex Chiasson
958, Steve Chiasson
29188, Jason Chimera
55340, Andy Chiodo
69030, Kyle Chipchura
56740, Stanislav Chistov
87886, Taylor Chorney
969, Tom Chorske
29546, Eric Chouinard
17671, Marc Chouinard
29641, Mathieu Chouinard
50627, Erik Christensen
973, Dave Christian
34000, Artem Chubarov
76352, Kris Chucko
17659, Brad Church
985, Shane Churla
987, Dean Chynoweth
45170, Martin Cibak
992, Dino Ciccarelli
994, Enrico Ciccone
30376, Ivan Ciernik
996, Jozef Cierny
998, Zdeno Ciger
1004, Joe Cirella
29278, Marian Cisar
106989, Casey Cizikas
112877, Fredrik Claesson
26499, Brett Clark
17873, Chris Clark
1017, Kerry Clark
104803, Mat Clark
1018, Wendel Clark
62180, David Clarkson
46791, Greg Classen
19301, Daniel Cleary
35510, Scott Clemmensen
120967, Adam Clendening
106802, Kyle Clifford
78651, Grant Clitsome
11367, Dan Cloutier
1034, Jacques Cloutier
55126, Ryane Clowe
76785, Richard Clune
76786, Cal Clutterbuck
23320, Ben Clymer
55413, Braydon Coburn
1042, Paul Coffey
87885, Andrew Cogliano
99061, Colby Cohen
50119, Carlo Colaiacovo
101538, Joe Colborne
1047, Danton Cole
35409, Erik Cole
105381, Ian Cole
139964, Sebastien Collberg
160545, Ryan Collins
63094, Sean Collins
62534, Jeremy Colliton
62486, Blake Comeau
33952, Mike Commodore
145443, J.T. Compher
132742, Eric Comrie
44991, Mike Comrie
27821, Paul Comrie
104827, Cory Conacher
1069, Pat Conacher
81010, Erik Condra
46803, Ty Conklin
112494, Kevin Connauton
81044, Brian Connelly
71411, Chris Conner
107051, Brett Connolly
31850, Tim Connolly
1077, Al Conroy
1078, Craig Conroy
1082, Brandon Convery
24173, Matt Cooke
134193, Andrew Copp
110883, Mathieu Corbeil-Theriault
1095, Rene Corbet
121793, Jared Coreau
1099, Bob Corkum
90481, Patrice Cormier
152379, Eric Cornel
122853, Frank Corrado
80236, Matt Corrente
19304, Daniel Corso
1109, Shayne Corson
22067, Joe Corvo
1114, Patrick Cote
45187, Riley Cote
1116, Sylvain Cote
1125, Geoff Courtnall
1126, Russ Courtnall
10728, Larry Courville
1128, Marcel Cousineau
89766, Logan Couture
115908, Sean Couturier
19376, Jeff Cowan
98865, Jared Cowen
127797, Charlie Coyle
64539, Joey Crabb
68995, Adam Cracknell
1143, Mike Craig
30987, Ryan Craig
1144, Dale Craigwell
1148, Murray Craven
62349, Corey Crawford
1157, Adam Creighton
59628, B.J. Crombeen
73288, Sidney Crosby
1168, Cory Cross
105382, Tommy Cross
1169, Doug Crossman
1173, Troy Crowder
747, Phil Crowe
14129, Mike Crowley
22017, Greg Crozier
122603, Jakub Culek
1188, John Cullen
42510, Mark Cullen
23904, Matt Cullen
1191, Jassen Cullimore
96518, Tyler Cuma
73448, Kyle Cumiskey
731, Jim Cummins
96519, Mark Cundari
1194, Randy Cunneyworth
77593, John Curry
45228, Jakub Cutta
9992, Mariusz Czerkawski
107539, Stephane Da Costa
19104, Andreas Dackell
96427, Evgenii Dadonov
1223, Byron Dafoe
29526, Pierre Dagenais
80171, Matt D'Agostini
1225, Kevin Dahl
1226, Ulf Dahlen
1228, Chris Dahlquist
1230, Alexandre Daigle
1231, J.J. Daigneault
73449, Taylor Dakers
145014, Michael Dal Colle
50248, Trevor Daley
1236, Brad Dalgarno
113855, Zac Dalpe
120952, Jerry D'Amigo
26846, Jean-Francois Damphousse
1244, Vincent Damphousse
122605, Phillip Danault
18939, Mathieu Dandenault
1246, Ken Daneyko
1251, Scott Daniels
54882, Yann Danis
163979, Marko Dano
139957, Oscar Dansk
31726, Mike Danton
1255, Craig Darby
33293, Mathieu Darche
49097, Pavel Datsyuk
95372, Kaspars Daugavins
143801, Laurent Dauphin
28762, Matt Davidson
6747, Johan Davidsson
31791, Rob Davison
1272, Evgeny Davydov
1273, Jason Dawe
62489, Nigel Dawes
14474, Eric Daze
116024, Calvin de Haan
165996, Jacob de la Rose
10719, Greg De Vries
1301, Adam Deadmarsh
1304, Kevin Dean
130876, Tony DeAngelo
1285, Louie DeBrusk
33950, Brad DeFauw
76371, Mark Dekanich
122124, Danny DeKeyser
96525, Michael Del Zotto
23910, Andy Delmore
80421, Jason Demers
1325, Pavol Demitra
146146, Thatcher Demko
14402, Nathan Dempsey
19320, Marc Denis
71750, Adam Dennis
73274, Chad Denny
1296, Philippe DeRouville
106622, Nicolas Deschamps
73254, David Desharnais
75592, Andrew Desjardins
70674, Cedrick Desjardins
1339, Eric Desjardins
62260, Jeff Deslauriers
106623, Nicolas Deslauriers
106624, Simon Despres
23711, Patrick DesRochers
143848, Philippe Desrosiers
20198, Boyd Devereaux
125344, Phillip Di Giuseppe
131731, Jonathan-Ismael Diaby
76283, Raphael Diaz
50631, Gerard Dicaire
145034, Jason Dickinson
96387, Chris DiDomenico
1358, Gerald Diduck
124683, Darren Dietz
106892, Brenden Dillon
1354, Rob Dimaio
46777, Niko Dimitrakos
1368, Kevin Dineen
11365, Chris Dingman
1373, Gilbert Dionne
35562, Joe DiPenta
1355, Paul Dipietro
49709, Rick DiPietro
1375, Robert Dirk
41826, Reinhard Divis
17661, Shane Doan
106807, Taylor Doherty
14467, Jason Doig
740, Bobby Dollas
21739, Robert Dome
19325, Hnat Domenichelli
130519, Max Domi
1391, Tie Domi
175315, Ryan Donato
1396, Ted Donato
1399, Mike Donnelly
107624, Matt Donovan
14476, Shean Donovan
43527, Jiri Dopita
82715, Derek Dorsett
89731, Drew Doughty
170284, Jack Dougherty
1420, Jim Dowd
77467, Jake Dowell
18617, Aaron Downey
76798, Steve Downie
160174, Leon Draisaitl
1426, Dallas Drake
1428, Kris Draper
1429, Tom Draper
73838, Davis Drewiske
1436, Bruce Driver
148882, Jonathan Drouin
51274, Alexander Drozdetsky
1441, John Druce
23720, Harold Druken
1442, Stan Drulia
1444, Chris Drury
1445, Ted Drury
14471, Christian Dube
49778, Wade Dubielewicz
69020, Brandon Dubinsky
1452, Steve Dubinsky
62478, Devan Dubnyk
106808, Matt Duchene
1457, Gaetan Duchesne
1458, Steve Duchesne
143840, Anthony Duclair
124409, Mathew Dumba
20200, J.P. Dumont
120914, Brian Dumoulin
1485, Mike Dunham
73480, Brodie Dupont
29605, Pascal Dupuis
62284, Philippe Dupuis
73498, Chris Durand
50375, Chris Durno
14094, Radek Dvorak
26797, Gordie Dwyer
63232, Patrick Dwyer
1510, Karl Dykhuis
1513, Joe Dziedzic
55267, Ben Eager
99396, Cody Eakin
77464, Robbie Earl
1522, Mike Eastwood
33880, Mark Eaton
67785, Patrick Eaves
69909, Andrew Ebbett
96639, Jordan Eberle
78705, Alexander Edler
130643, Joel Edmundson
55357, Mike Egener
62169, Patrick Ehelechner
164346, Nikolaj Ehlers
50831, Christian Ehrhoff
145037, Aaron Ekblad
112754, Mattias Ekholm
30377, Pelle Eklund
43393, Nils Ekman
120283, Oliver Ekman-Larsson
21469, Patrik Elias
144681, Remi Elie
1552, Todd Elik
105385, Lars Eller
80306, Keaton Ellerby
1553, Dave Ellett
80327, Taylor Ellington
72686, Brian Elliott
98107, Stefan Elliott
51208, Dan Ellis
31656, Matt Ellis
115918, Morgan Ellis
107049, Ryan Ellis
64496, Matt Ellison
15601, Miika Elomo
34093, Mikko Eloranta
1557, Pat Elynuik
1558, Nelson Emerson
50255, Ray Emery
50150, Steve Eminger
1559, David Emma
80247, Cory Emmerton
1561, John Emmons
45184, Deryk Engelland
172935, Andreas Englund
89924, Tyler Ennis
94546, Andreas Engqvist
84558, Jhonas Enroth
70744, Tobias Enstrom
45124, Martin Erat
64513, Jonathan Ericsson
1577, Anders Eriksson
113834, Joacim Eriksson
72639, Loui Eriksson
112748, Tim Erixon
130888, Adam Erne
1582, Bob Errey
80950, Erik Ersberg
31871, John Erskine
23035, Robert Esche
89534, Angelo Esposito
1593, Bob Essensa
120970, Emerson Etem
1604, Dean Evason
64481, Vladislav Evseev
1607, Todd Ewen
45056, Garnet Exelby
151737, Robby Fabbri
46807, Jim Fahey
145039, Radek Faksa
84684, Justin Falk
67696, Joe Fallon
1617, Pat Falloon
120929, Alexander Fallstrom
24460, Jeff Farkas
145457, Hudson Fasching
45072, Brad Fast
127581, Jesper Fast
112977, Viktor Fasth
24144, Rico Fata
120974, Justin Faulk
1626, Andre Faust
87899, Mark Fayne
1631, Glen Featherstone
40051, Fedor Fedorov
1636, Sergei Fedorov
28683, Todd Fedoruk
47300, Ruslan Fedotenko
1638, Brent Fedyk
55352, Eric Fehr
1642, Denny Felsner
31124, Andrew Ference
26829, Brad Ference
16355, Scott Ferguson
6200, Manny Fernandez
98871, Landon Ferraro
1656, Peter Ferraro
1657, Ray Ferraro
93651, Benn Ferriero
62625, Brett Festerling
1661, Viacheslav Fetisov
172722, Kevin Fiala
82753, Ondrej Fiala
11362, Eric Fichaud
31148, Vernon Fiddler
108670, Nikita Filatov
50637, Jonathan Filewich
1669, Dmitri Filimonov
76165, Ilari Filppula
64511, Valtteri Filppula
45079, Jeff Finger
31770, Brian Finley
1676, Jeff Finley
81039, Joe Finley
130587, Matt Finn
1678, Steven Finn
1683, Peter Fiorentino
95353, David Fischer
35683, Jiri Fischer
32682, Patrick Fischer
1685, Stephane Fiset
31775, Mike Fisher
62620, Mark Fistric
1690, Rusty Fitzgerald
1691, Tom Fitzgerald
1692, Mark Fitzpatrick
10170, Rory Fitzpatrick
1696, Wade Flaherty
1702, Patrick Flatley
64510, Tomas Fleischmann
1704, Gerry Fleming
148769, Haydn Fleury
55016, Marc-Andre Fleury
1712, Theoren Fleury
29538, Ryan Flinn
59723, Mark Flood
116641, Justin Florek
116630, Brian Flynn
20203, Dan Focht
106815, Marcus Foligno
80212, Nick Foligno
130891, Christian Folin
94378, Justin Fontaine
1735, Adam Foote
21489, Colin Forbes
123316, Derek Forbort
142620, Filip Forsberg
1742, Peter Forsberg
23715, J.F. Fortin
50638, Adrian Foster
1748, Corey Foster
31189, Kurtis Foster
1754, Mike Fountain
129696, Dillon Fournier
120956, Cam Fowler
63088, Matt Foy
1767, Ron Francis
72049, Cody Franson
70757, Johan Fransson
62727, Johan Franzen
62547, Colin Fraser
1772, Iain Fraser
81400, Mark Fraser
81250, Matt Fraser
13788, Scott Fraser
101560, Matt Frattin
87898, Jeff Frazee
143095, Max Friberg
1786, Jeff Friesen
59664, Dan Fritsche
83215, Tom Fritsche
129699, Martin Frk
47283, Jonas Frogren
80764, Michael Frolik
51232, Alexander Frolov
143823, Zachary Fucale
1794, Grant Fuhr
69022, Michael Funk
51238, Marian Gaborik
13118, Joaquin Gage
29376, Simon Gagne
1811, Dave Gagner
93938, Sam Gagner
130582, Alex Galchenyuk
97750, T.J. Galiardi
116489, Stanislav Galiev
116134, Brendan Gallagher
1827, Garry Galley
43789, Simon Gamache
93663, Ryan Garbutt
10766, Bruce Gardiner
113831, Jake Gardiner
71757, Ryan Garlock
50639, Michael Garnett
19319, Mathieu Garon
741, Johan Garpenlov
76396, Jason Garrison
1855, Mike Gartner
130893, Johnny Gaudreau
1863, Rob Gaudreau
128003, Brendan Gaunce
104925, Cameron Gaunce
50640, Paul Gaustad
19321, Denis Gauthier
160357, Frederik Gauthier
115922, Jerome Gauthier-Leduc
1873, Aaron Gavey
96535, Luke Gazdic
134459, Mason Geertsen
106632, Eric Gelinas
1876, Martin Gelinas
1880, Martin Gendron
71420, Colby Genoway
95344, Blake Geoffrion
69846, Nathan Gerbe
47213, Martin Gerber
62232, Bruno Gervais
62467, Ryan Getzlaf
107688, Brian Gibbons
123448, Christopher Gibson
123445, John Gibson
16003, Jean-Sebastien Giguere
1902, Greg Gilbert
64499, Tom Gilbert
1905, Brent Gilchrist
1907, Randy Gilhen
22567, Hal Gill
1908, Todd Gill
81559, Colton Gillies
130895, Jon Gillies
1915, Doug Gilmour
93668, Matt Gilroy
35504, Brian Gionta
65980, Stephen Gionta
71812, Mark Giordano
29525, Jonathan Girard
55192, Dan Girardi
130896, Zemgus Girgensons
89489, Claude Giroux
18094, Ray Giroux
94552, Joel Gistedt
45035, Jeff Giuliano
68996, Jeff Glass
72654, Tanner Glass
70819, Konstantin Glazachev
50279, Tim Gleason
71359, Curtis Glencross
116638, Luke Glendening
106900, Scott Glennie
55618, Rob Globke
1937, Brian Glynn
51366, Marcel Goc
31088, Eric Godard
80220, Josh Godfrey
1944, Alexander Godynyuk
80718, Philipp Gogulla
160273, Nikolay Goldobin
72455, Alex Goligoski
103530, Cody Goloubef
10784, Yan Golubovsky
31170, Scott Gomez
1957, Sergei Gonchar
96277, Maxim Goncharov
11395, Daniel Goneau
75106, Andrew Gordon
50642, Boyd Gordon
55374, Josh Gorges
115925, Brandon Gormley
146214, Shayne Gostisbehere
1985, Michel Goulet
1988, Chris Govedaris
77272, Michael Grabner
77331, Mikhail Grabovski
112620, Evgeny Grachev
73269, Marc-Andre Gragnani
1994, Dirk Graham
21996, John Grahame
1998, Tony Granato
127607, Petter Granberg
29673, Jean-Luc Grand-Pierre
132220, Markus Granlund
118389, Mikael Granlund
89676, Alex Grant
2007, Chris Gratton
55328, Josh Gratton
2013, Adam Graves
63818, Denis Grebeshkov
19368, Josh Green
58069, Mike Green
2023, Travis Green
72382, Andy Greene
64514, Matt Greene
87903, Colin Greening
2024, Jeff Greenlaw
74851, Kyle Greentree
99059, Jason Gregoire
76125, Thomas Greiss
134706, Alexandre Grenier
35715, Martin Grenier
2033, Brent Gretzky
2035, Wayne Gretzky
22502, Mike Grier
2036, Brent Grieve
122867, Seth Griffith
56783, Igor Grigorenko
143915, Mikhail Grigorenko
123321, Rocco Grimaldi
2041, Stu Grimson
2046, Tuomas Gronman
2048, Michal Grosek
76097, Nicklas Grossmann
112814, Philipp Grubauer
2051, John Gruden
83280, Eric Gryba
68982, Kelly Guard
115984, Radko Gudas
116033, Erik Gudbranson
163423, Kristers Gudlevskis
64536, Nate Guenin
2060, Bill Guerin
29321, Ben Guite
94563, Carl Gunnarsson
2070, Steve Guolla
14109, Miroslav Guren
2072, Alexei Gusarov
21738, Sergei Gusev
2073, Ravil Gusmanov
49518, Derek Gustafson
112743, Anton Gustafsson
107692, Erik Gustafsson1
104390, Johan Gustafsson
16603, Per Gustafsson
80861, Jonas Gustavsson
2083, Jeff Hackett
100341, Matt Hackett
105390, Carl Hagelin
161943, Robert Hagg
2086, Sean Haggerty
42583, Niklas Hagman
56778, Yared Hagos
45080, Riku Hahl
49714, Ron Hainsey
19369, Chris Hajt
72667, Jaroslav Halak
51258, David Hale
71845, Micheal Haley
80248, Matt Halischuk
2093, Bob Halkidis
44996, Adam Hall
106818, Taylor Hall
2102, Kevin Haller
25076, Jeff Halpern
26810, Denis Hamel
45193, Dan Hamhuis
73519, Zach Hamill
97920, Curtis Hamilton
122868, Dougie Hamilton
116035, Freddie Hamilton
28229, Jeff Hamilton
98869, Travis Hamonic
2125, Roman Hamrlik
30375, Michal Handzus
28679, Scott Hannan
120945, Ben Hanowski
78706, Jannik Hansen
73824, Christian Hanson
80332, Martin Hanzal
62561, Josh Harding
2151, Mark Hardy
80709, Johan Harju
2152, Brett Harkins
121787, Scott Harrington
42318, Jay Harrison
78546, Peter Harrold
155335, Brian Hart
49639, Mark Hartigan
112587, Teemu Hartikainen
2176, Mike Hartman
130904, Ryan Hartman
31033, Scott Hartnell
93953, Eric Hartzell
2186, Todd Harvey
2187, Dominik Hasek
2191, Derian Hatcher
2192, Kevin Hatcher
2194, Brett Hauer
120930, Erik Haula
42553, Adam Hauser
37492, Niclas Havelid
45133, Martin Havlat
2199, Dale Hawerchuk
2200, Greg Hawgood
160186, Jayce Hawryluk
45123, Darren Haydar
145478, John Hayden
110949, Jimmy Hayes
127775, Kevin Hayes
18623, Paul Healey
2215, Glenn Healy
122869, Mitchell Heard
49508, Dany Heatley
2221, Guy Hebert
30663, Jochen Hecht
19097, Johan Hedberg
2224, Bret Hedican
33996, Pierre Hedin
107121, Victor Hedman
36972, Jonathan Hedstrom
31809, Jeff Heerema
76190, Ilkka Heikkinen
17950, Shawn Heins
2229, Steve Heinze
45048, Barrett Heisten
57053, Jan Hejda
14105, Milan Hejduk
45117, Timo Helbling
94154, Riku Helenius
13683, Sami Helenius
128373, Magnus Hellberg
144065, Connor Hellebuyck
80340, Darren Helm
10712, Bryan Helmer
55070, Ales Hemsky
28820, Jay Henderson
51253, Matt Hendricks
2237, Darby Hendrickson
72357, Jordan Hendry
61462, Josh Hennessy
55204, Adam Henrich
25951, Michael Henrich
96544, Adam Henrique
31869, Alex Henry
23903, Frederic Henry
78349, T.J. Hensick
49924, Jukka Hentunen
2253, Chris Herperger
22016, Matt Herr
106132, Tomas Hertl
2260, Jamie Heward
2264, Ron Hextall
84695, Thomas Hickey
2268, Alex Hicks
62984, Chris Higgins
20201, Matt Higgins
45049, Andy Hilbert
2279, Sean Hill
73773, Jack Hillen
62783, Jonas Hiller
20202, Craig Hillier
25875, Dan Hinote
2295, Corey Hirsch
106824, Joey Hishon
83449, Niklas Hjalmarsson
105392, Simon Hjalmarsson
15570, Jan Hlavac
57045, Jaroslav Hlinka
22933, Shane Hnidy
2304, Milan Hnilicka
96546, Cody Hodgson
2313, Kevin Hodson
102284, Mike Hoffman
164497, Marcus Hogberg
2325, Jonas Hoglund
2326, Benoit Hogue
2328, Milos Holan
19307, Josh Holden
94399, Nick Holden
2332, Bobby Holik
14085, Jason Holland
118254, Patrick Holland
106825, Peter Holland
50646, Ryan Hollweg
70761, Andreas Holmqvist
36962, Johan Holmqvist
36943, Michael Holmqvist
