ID,ABBR,RESERVE,NHL
jostty01,FLA,R,NSH
kastema01,FLA,R,BOS
kuzmean01,FLA,R,LAK
lapiehe01,FLA,R,WSH
lindhha01,FLA,R,BOS
marrelu01,FLA,R,CBJ
mcdavco01,FLA,R,EDM
misami01,FLA,R,SJS
plantma02,FLA,R,DET
ratyaa01,FLA,R,VAN
slukyha01,FLA,R,LAK
wintery01,FLA,R,SEA
badindo01,FLA,,CAR
blakeja02,FLA,,CAR
czataet01,FLA,,TBL
dostalu01,FLA,,ANA
gauthet01,FLA,,TBL
kolosal01,FLA,,PHI
akhtyar01,LAK,R,TOR
brodzjo01,LAK,R,NYR
brownco02,LAK,R,NJD
buchnpa01,LAK,R,STL
bystefi01,LAK,R,SJS
copleph01,LAK,R,LAK
dachco01,LAK,R,EDM
fowleca01,LAK,R,STL
genboed01,LAK,R,DET
hyryar01,LAK,R,DAL
ivankja01,LAK,R,NSH
josiro01,LAK,R,NSH
kerfoal01,LAK,R,UTA
kirscch01,LAK,R,SJS
korpijo01,LAK,R,BOS
kovacjo01,LAK,R,NJD
kravtvi01,LAK,R,NYR
lewanda01,LAK,R,EDM
mccanja01,LAK,R,SEA
millejt01,LAK,R,NYR
morinet01,LAK,R,CGY
panarar01,LAK,R,LAK
rombaja01,LAK,R,NSH
suterpi01,LAK,R,STL
walkena01,LAK,R,STL
werenza01,LAK,R,CBJ
westma01,LAK,R,CHI
wetscca01,LAK,R,SJS
clarada01,LAK,,ANA
ellisco01,LAK,,BUF
johnsro02,LAK,,ANA
juulsno01,LAK,,PHI
nesteni02,LAK,,ANA
raddyda01,LAK,,TBL
ristora01,LAK,,PHI
tuomasa01,LAK,,PHI
andrepy01,MIN,R,CBJ
arvidvi01,MIN,R,BOS
brossla01,MIN,R,SJS
brysoja01,MIN,R,WPG
buntimi01,MIN,R,DAL
dumbama01,MIN,R,PIT
jonesma03,MIN,R,EDM
leean01,MIN,R,NYI
lindgry01,MIN,R,SEA
lombery01,MIN,R,CGY
pionkne01,MIN,R,WPG
reschco01,MIN,R,CGY
royma04,MIN,R,WSH
scheima01,MIN,R,WPG
silovar01,MIN,R,PIT
smithwi01,MIN,R,SJS
stenbot01,MIN,R,STL
stephch02,MIN,R,SEA
thrunhe01,MIN,R,TOR
valimju01,MIN,R,UTA
cerrach01,MIN,,CAR
deslani01,MIN,,CAR
eriksjo02,MIN,,MIN
gallabr01,MIN,,MTL
geekico01,MIN,,TBL
hertlto01,MIN,,VEG
mccarmi01,MIN,,MIN
michkma01,MIN,,PHI
schenlu01,MIN,,BUF
sennebe01,MIN,,ANA
timmico01,MIN,,BUF
trikogl01,MIN,,CAR
vasilan02,MIN,,TBL
beauvan01,MTL,R,WSH
benoisi01,MTL,R,TOR
comrier01,MTL,R,WPG
eliasga01,MTL,R,OTT
fleurha01,MTL,R,WPG
foegewa01,MTL,R,OTT
gregono01,MTL,R,FLA
grzelma01,MTL,R,CHI
iafalal01,MTL,R,WPG
johanal01,MTL,R,DET
laferal01,MTL,R,LAK
lohrema01,MTL,R,BOS
mailllo01,MTL,R,STL
marinjo01,MTL,R,UTA
mooretr01,MTL,R,LAK
murrama02,MTL,R,SEA
sahlile01,MTL,R,SJS
sawchgr01,MTL,R,FLA
schmica01,MTL,R,DAL
soderel01,MTL,R,PIT
tanevbr01,MTL,R,UTA
traffhe01,MTL,R,NJD
abolsro01,MTL,,PHI
caufico01,MTL,,MTL
coutuse01,MTL,,PHI
dachki01,MTL,,MTL
danauph01,MTL,,MTL
eriksfi01,MTL,,MTL
grebeni01,MTL,,PHI
lainepa01,MTL,,MTL
paupaha01,MTL,,MTL
pickfbr01,MTL,,MTL
pitlity01,MTL,,MIN
slavija01,MTL,,CAR
andermi02,NJD,R,LAK
applema01,NJD,R,DET
bathedr01,NJD,R,OTT
bernaja01,NJD,R,DET
crousla01,NJD,R,UTA
duboipi01,NJD,R,WSH
giroucl01,NJD,R,OTT
greavje01,NJD,R,CBJ
gridima01,NJD,R,CGY
kuempda01,NJD,R,LAK
matinni01,NJD,R,OTT
montgbl01,NJD,R,OTT
niedeni01,NJD,R,WPG
othmabr01,NJD,R,CGY
palaton01,NJD,R,NYI
perroda01,NJD,R,DET
provoiv01,NJD,R,CBJ
salomel01,NJD,R,WPG
samanjo01,NJD,R,EDM
siegejo01,NJD,R,NJD
wennbal01,NJD,R,SJS
yakemca01,NJD,R,OTT
brodijo01,NJD,,MIN
danfoju01,NJD,,BUF
foligma01,NJD,,MIN
gostish01,NJD,,CAR
jarvise01,NJD,,CAR
mesarfi01,NJD,,MTL
nesbija01,NJD,,PHI
norrijo01,NJD,,BUF
portier01,NJD,,BUF
royjo01,NJD,,MTL
seeleni01,NJD,,PHI
audymjo01,NSH,R,NSH
beanja01,NSH,R,CGY
beaudco01,NSH,R,UTA
cozendy01,NSH,R,OTT
eberljo01,NSH,R,SEA
ekblaaa01,NSH,R,FLA
hayeske01,NSH,R,PIT
haytoba01,NSH,R,UTA
hintzro01,NSH,R,DAL
honzesa01,NSH,R,CGY
huberjo01,NSH,R,CGY
jarnkca01,NSH,R,TOR
kaspema01,NSH,R,DET
lindsth01,NSH,R,STL
merceda01,NSH,R,NJD
montobr01,NSH,R,SEA
nestrva01,NSH,R,CHI
orlovdm01,NSH,R,SJS
parekza01,NSH,R,CGY
perfeco01,NSH,R,WPG
psenima01,NSH,R,UTA
pulkkje01,NSH,R,NYI
rehkoca01,NSH,R,SEA
saleed01,NSH,R,SEA
schmina01,NSH,R,UTA
silayan01,NSH,R,NJD
anderjo05,NSH,,MTL
frolose01,NSH,,CAR
hedmavi01,NSH,,TBL
massema01,NSH,,ANA
mcquero01,NSH,,ANA
ostluno01,NSH,,BUF
reinbda01,NSH,,MTL
tarasvl01,NSH,,MIN
wedgesc01,NSH,,COL
aitchka01,NYI,R,NYI
askarya01,NYI,R,SJS
barkoal01,NYI,R,FLA
barzama01,NYI,R,NYI
bedarco01,NYI,R,CHI
beechjo01,NYI,R,CGY
blomqjo01,NYI,R,PIT
chibrni01,NYI,R,WPG
chromma01,NYI,R,LAK
debrial01,NYI,R,DET
delbelu01,NYI,R,CBJ
heineem01,NYI,R,NYI
jonesca01,NYI,R,PIT
josepma01,NYI,R,STL
macleky01,NYI,R,NYI
nazarfr01,NYI,R,CHI
prokhda01,NYI,R,NYI
tuckety01,NYI,R,STL
bolduza01,NYI,,MTL
dobesja01,NYI,,MTL
evansja02,NYI,,MTL
fowleja01,NYI,,MTL
groshma01,NYI,,TBL
hagemi01,NYI,,MTL
hutsola01,NYI,,MTL
konyubo01,NYI,,MTL
lehkoar01,NYI,,COL
makarca01,NYI,,COL
nabokil01,NYI,R,COL
ryabkiv01,NYI,,CAR
suzukni01,NYI,,MTL
balinuv01,NYR,R,FLA
barloco01,NYR,R,WPG
bourqma01,NYR,R,DAL
brzushe01,NYR,R,LAK
byfiequ01,NYR,R,LAK
clarkbr02,NYR,R,LAK
cristan01,NYR,R,WSH
dickisa01,NYR,R,SJS
eklunvi01,NYR,R,NYI
helensa02,NYR,R,LAK
hischni01,NYR,R,NJD
jonesse01,NYR,R,FLA
kokkoni01,NYR,R,SEA
leonary01,NYR,R,WSH
oettija01,NYR,R,DAL
pickeow01,NYR,R,PIT
pottecu01,NYR,R,CGY
rinzesa01,NYR,R,CHI
roberja01,NYR,R,DAL
spencma02,NYR,R,NYR
wothepa01,NYR,R,PIT
ziemmko01,NYR,R,LAK
zonnobi01,NYR,R,PIT
ahose01,NYR,,CAR
bensoza01,NYR,,BUF
cormilu01,NYR,,VEG
gulyami01,NYR,,COL
heidtri01,NYR,,MIN
koleske01,NYR,,VEG
lacomja01,NYR,,ANA
luneatr01,NYR,,ANA
martopo01,NYR,,PHI
slafkju01,NYR,,MTL
stanklo01,NYR,,CAR
zegratr01,NYR,,PHI
bertuty01,OTT,R,CHI
cootebr01,OTT,R,VAN
dadonev01,OTT,R,NJD
debruja01,OTT,R,VAN
evanglu01,OTT,R,NSH
forslgu02,OTT,R,FLA
granshe01,OTT,R,LAK
hagueni01,OTT,R,NSH
leonajo01,OTT,R,DET
marchma01,OTT,R,CBJ
milleco02,OTT,R,WPG
morrijo04,OTT,R,WPG
nyquigu01,OTT,R,WPG
poulisa01,OTT,R,PIT
roberma02,OTT,R,NYR
rossima01,OTT,R,VAN
samsoil01,OTT,R,WSH
schwico01,OTT,R,FLA
sebrado01,OTT,R,FLA
soucyca01,OTT,R,NYI
stastsp01,OTT,R,EDM
steeval02,OTT,R,BOS
svechfe01,OTT,R,NSH
verhaca01,OTT,R,FLA
wangsi01,OTT,R,SJS
zaryco01,OTT,R,CGY
carrial01,OTT,,MTL
gustafi01,OTT,,MIN
pettelu01,OTT,,ANA
svechan01,OTT,,CAR
vatrafr01,OTT,,ANA
bluegte01,PHI,R,VAN
blumema01,PHI,R,BOS
cowanea01,PHI,R,TOR
durzise01,PHI,R,UTA
fiskeos01,PHI,R,SEA
hallist01,PHI,R,OTT
hameele01,PHI,R,NJD
hryckju01,PHI,R,DAL
lachash01,PHI,R,NJD
lundean01,PHI,R,FLA
lundkni01,PHI,R,DAL
miromda01,PHI,R,CGY
peterjo01,PHI,R,UTA
raddyta01,PHI,R,NYR
seguity01,PHI,R,DAL
surineg01,PHI,R,NSH
ullmali01,PHI,R,OTT
walmaja01,PHI,R,EDM
zubar01,PHI,R,OTT
bumpal01,PHI,,PHI
chatfja01,PHI,,CAR
eicheja01,PHI,,VEG
gillsp01,PHI,,PHI
goncaga01,PHI,,TBL
kadrina01,PHI,,COL
landega01,PHI,,COL
luchaje01,PHI,,PHI
martiem01,PHI,,TBL
spurgja01,PHI,,MIN
staaljo01,PHI,,CAR
vansash01,PHI,,PHI
vladada01,PHI,,PHI
yorkca01,PHI,,PHI
zavraeg01,PHI,,PHI
chernig01,PIT,R,SJS
commedr01,PIT,R,CHI
danfobe01,PIT,R,TOR
dragilu01,PIT,R,SEA
eiserco01,PIT,R,NYI
emeryer01,PIT,R,NYR
fabbrda01,PIT,R,CBJ
greenry01,PIT,R,CHI
greigri01,PIT,R,OTT
hagenja01,PIT,R,BOS
halttka01,PIT,R,SJS
howaris01,PIT,R,EDM
hutsoco01,PIT,R,WSH
jiricad01,PIT,R,STL
lambebr01,PIT,R,WPG
meyerbe01,PIT,R,SEA
mustyqu01,PIT,R,SJS
nemecsi01,PIT,R,NJD
obrieja02,PIT,R,SEA
schaema01,PIT,R,NYI
simasdm01,PIT,R,UTA
tkachma01,PIT,R,FLA
tolvaee01,PIT,R,SEA
tomasph01,PIT,R,PIT
woodma01,PIT,R,NSH
brindga01,PIT,,COL
demidiv01,PIT,,MTL
foersty01,PIT,,PHI
hartca01,PIT,,VEG
lauzoje01,PIT,,VEG
lindbca01,PIT,,VEG
necasma01,PIT,,COL
stramch01,PIT,,MIN
brobeph01,SEA,R,STL
buchedm01,SEA,R,STL
cossase01,SEA,R,DET
daniena01,SEA,R,DET
delmaet01,SEA,R,CHI
eklunwi01,SEA,R,SJS
epperkr01,SEA,R,LAK
fiddlbl01,SEA,R,SEA
gastrmi01,SEA,R,WSH
johnske01,SEA,R,CBJ
kellecl01,SEA,R,UTA
korchke01,SEA,R,CHI
leery01,SEA,R,NSH
mustajo01,SEA,R,CHI
nedelal01,SEA,R,SJS
neighja01,SEA,R,STL
ohgreli01,SEA,R,VAN
romanal01,SEA,R,NYI
rooneke01,SEA,R,UTA
sambedy01,SEA,R,WPG
smithbr05,SEA,R,CBJ
snuggji01,SEA,R,STL
sodervi01,SEA,R,BOS
swaymje01,SEA,R,BOS
thomaro01,SEA,R,STL
woodmi01,SEA,R,CBJ
dobsono01,SEA,,MTL
fabbrro01,SEA,,MIN
hallqth01,SEA,,MIN
kahkoka01,SEA,,MIN
konectr01,SEA,,PHI
pelleja01,SEA,,TBL
smithta01,SEA,,ANA
strubja01,SEA,,MTL
allanno01,SJS,R,CHI
amadimi01,SJS,R,OTT
bashaan01,SJS,R,CGY
bouchev01,SJS,R,EDM
capobky01,SJS,R,DAL
dewarco01,SJS,R,PIT
dunnvi02,SJS,R,SEA
georgis01,SJS,R,NYI
gibsojo02,SJS,R,DET
goodrba01,SJS,R,SJS
grafco01,SJS,R,SJS
jennebo01,SJS,R,CBJ
kartyty01,SJS,R,NYR
kempead01,SJS,R,LAK
lafreal01,SJS,R,NYR
lakovly01,SJS,R,WSH
mateyde01,SJS,R,CBJ
moverja01,SJS,R,LAK
reavery01,SJS,R,SJS
regenpa01,SJS,R,SJS
rittida01,SJS,R,NYI
sarosju01,SJS,R,NSH
vanrija01,SJS,R,DET
villena01,SJS,R,SEA
weegama01,SJS,R,UTA
zachapa01,SJS,R,BOS
drysdja01,SJS,,PHI
ehlerni01,SJS,,CAR
harkija01,SJS,,ANA
huntda01,SJS,,MIN
killoal01,SJS,,ANA
kivirjo01,SJS,,COL
montesa01,SJS,,MTL
velenjo01,SJS,,MTL
zellwol01,SJS,,ANA
bennja01,STL,R,DAL
berggjo02,STL,R,STL
brattje01,STL,R,NJD
cagnolu01,STL,R,SJS
carboju01,STL,R,STL
evansry01,STL,R,SEA
feherma01,STL,R,WSH
geekimo01,STL,R,BOS
kakkoka01,STL,R,SEA
kevanbe01,STL,R,NJD
kyrouch01,STL,R,DAL
mahurjo01,STL,R,SEA
marqumi01,STL,R,NSH
meierti01,STL,R,NJD
mitteca01,STL,R,BOS
mooreol01,STL,R,CHI
peekean01,STL,R,BOS
petroal01,STL,R,DAL
priceca02,STL,R,SEA
reichlu01,STL,R,BOS
robersi01,STL,R,STL
rosenis01,STL,R,WPG
schmani01,STL,R,UTA
sergami01,STL,R,UTA
stigate01,STL,R,NSH
tarasda02,STL,R,FLA
zettefa01,STL,R,OTT
boldyma01,STL,,MIN
erssosa01,STL,,PHI
helenko01,STL,,BUF
johnsry03,STL,,BUF
klebead01,STL,,BUF
leinoto02,STL,,BUF
mcnabbr01,STL,,VEG
mintypa01,STL,,ANA
nilsoer01,STL,,ANA
carcomi01,TBL,R,UTA
chrisja01,TBL,R,CBJ
colembl01,TBL,R,CGY
deangan01,TBL,R,NYI
ferrama01,TBL,R,SJS
gaudead01,TBL,R,SJS
gaudrfr01,TBL,R,SEA
georgca01,TBL,R,LAK
jeannta01,TBL,R,BOS
kessema01,TBL,R,STL
laffesa01,TBL,R,CHI
martisp01,TBL,R,NYR
pastrda01,TBL,R,BOS
pelecad01,TBL,R,NYI
perbini01,TBL,R,NSH
ravenjo01,TBL,R,SJS
rustbr01,TBL,R,PIT
whiteza01,TBL,R,CGY
bedkoda01,TBL,,BUF
burnsbr01,TBL,,COL
girgeze01,TBL,,TBL
hartmry01,TBL,,MIN
holmbpo01,TBL,,TBL
lamboca01,TBL,,MIN
luukkuk01,TBL,,BUF
lyonal01,TBL,,BUF
malenbe01,TBL,,BUF
prishni01,TBL,,COL
quinnja01,TBL,,BUF
stanllo01,TBL,,BUF
thompta01,TBL,,BUF
tuchal01,TBL,,BUF
wahlban01,TBL,,BUF
armiajo01,TOR,R,LAK
backlmi01,TOR,R,CGY
bahlke01,TOR,R,CGY
bainsar01,TOR,R,VAN
bearet01,TOR,R,---
bobrose01,TOR,R,FLA
chadwno01,TOR,R,TOR
deshavi01,TOR,R,SJS
domima01,TOR,R,TOR
ekmanol01,TOR,R,TOR
groulbe01,TOR,R,TOR
hinosvi01,TOR,R,FLA
hollju01,TOR,R,STL
jenseni02,TOR,R,OTT
kaliyar01,TOR,R,OTT
karlsli01,TOR,R,VAN
kniesma01,TOR,R,TOR
kuzneya01,TOR,R,CGY
lankike01,TOR,R,VAN
lowryad01,TOR,R,WPG
maccema01,TOR,R,TOR
mccabja01,TOR,R,TOR
mcmanbo02,TOR,R,SEA
nylanwi01,TOR,R,TOR
obrieli01,TOR,R,UTA
paterji01,TOR,R,VAN
pezzemi01,TOR,R,TOR
roberni01,TOR,R,TOR
sharaye01,TOR,R,CGY
stechtr01,TOR,R,TOR
sunieay01,TOR,R,CGY
colansa01,TOR,,ANA
kovalni01,TOR,,COL
bastina01,UTA,R,DAL
binnijo01,UTA,R,STL
butda01,UTA,R,UTA
coleia01,UTA,R,UTA
cuyllwi01,UTA,R,NYR
edmunjo01,UTA,R,LAK
fernsme01,UTA,R,VAN
hoglani01,UTA,R,VAN
hollody01,UTA,R,STL
horcowi01,UTA,R,PIT
hronefi01,UTA,R,VAN
kolyavl01,UTA,R,BOS
lekkejo01,UTA,R,VAN
lundeis01,UTA,R,CBJ
mcbaija03,UTA,R,UTA
medveal01,UTA,R,VAN
moorewi01,UTA,R,BOS
